a	把
jsh	岸
jshc	山地
jshc	異地
jshd	山城
jshf	𣋑
jshg	岸
jshg	異域
jshg	㟁
jshh	崖
jshh	崕
jshh	𡽧
jshk	畢至
jshm	𣋞
jshm	𩓤
jshm	𭗡
jshp	𨖭
jshr	晕头转向
jshr	𪂢
jshr	𭗧
jshs	曄
jshs	曅
jshs	屵
jshs	㠏
jshs	𪩓
jsht	山勢
jsht	暴熱
jsht	㬄
jshu	晨報
jshu	暴增
jshv	山坡
jshv	山坳
jshv	異教
jshw	山青
jshy	暴牙
jsia	山河
jsib	山梁
jsih	山洼
jsij	畢竟
jsij	異端
jsik	山洞
jsik	山澗
jsil	𣋛
jsip	山涧
jsiq	山海
jsis	山溝
jsis	山洪
jsis	暴戾
jsiv	暴漲
jsiv	暴涨
jsiw	山沟
jsj	晅
jsjd	山巔
jsjd	暴晒
jsjd	山巅
jsje	山峰
jsje	山峯
jsjf	暴曬
jsjg	山峽
jsjg	山峡
jsjg	暯
jsjg	𡻟
jsjh	𪱑
jsjj	𭨊
jsjk	山崗
jsjk	显而易见
jsjk	山岗
jsjm	顯而易見
jsjo	山景
jsjq	畢昇
jsjr	山嶽
jsjr	晶莹剔透
jsjs	畢恭畢敬
jsjs	山崖
jsjs	崂山
jsjs	𡽣
jsjt	山嶺
jsjt	山岭
jsjt	𣈴
jsju	晨曦
jsjv	峘
jsjv	晅
jsjv	㟙
jsjv	𣈏
jsjv	𪰲
jsjv	𰎩
jsjw	山崩
jsjw	晨星
jsjx	嶱
jsjy	晨暉
jsjy	晨晖
jsk	嶆
jsk	𰕱
jskf	異同
jskg	暎
jskg	𱛻
jskh	山水
jskh	𡻉
jskj	山間
jskj	晨間
jskj	嶆
jskj	𣉿
jskj	𱜅
jskk	𡿋
jskn	山門
jskp	㪜
jsks	山野
jsks	山上
jsks	岸上
jsks	晨曲
jsks	𡺉
jskt	曂
jskt	𰢶
jsku	𫶥
jsky	𡽇
jsl	巏
jslh	異味
jsll	異獸
jslv	山口
jslv	𰢿
jslv	𰣁
jslw	巏
jslw	𣌓
jsm	剬
jsmd	剬
jsmg	暴虐
jsmg	山尖
jsmg	𩨮
jsmh	晨光
jsmi	𰭮
jsmj	𰖼
jsmk	異體
jsmk	山體
jsmn	盢
jsmo	𣋻
jsmo	𱢊
jsmr	𬁜
jsmu	𰥙
jsmv	𱛕
jsn	晨
jsne	山路
jsne	𡿟
jsng	豈有此理
jsng	異國
jsng	山國
jsng	岂有此理
jsng	山国
jsnh	𭖘
jsnh	𱛜
jsnl	暴躁
jsnm	異常
jsnm	異步
jsnq	暴跌
jsnq	𡿚
jsns	𡷰
jsnt	𤱼
jsnt	𤲆
jsnu	畢業
jsnv	𣆱
jsnw	晨跑
jso	㫒
jsod	𭧩
jsof	暴富
jsog	𡷜
jsog	𣇷
jsoj	𬁙
jsol	山高
jsol	𡽝
jsoq	𣊀
jsos	山寨
jsos	暴寒
jsos	𢌲
jsos	𡺒
jsot	異於
jsot	𢌿
jsov	𤳙
jsp	遄
jspa	𰲐
jspf	暴病
jspf	𣜅
jspi	山窪
jspj	山峦
jspj	山间
jspj	晨间
jspl	山窝
jspm	炭疽
jspn	山窩
jspn	山门
jspo	遄
jspo	𨓙
jsps	異類
jsps	暴突
jsq	畎
jsq	𣅤
jsqb	山系
jsqc	山川
jsqg	暴動
jsqg	異動
jsqm	𡽳
jsqm	𡽾
jsqm	𣋣
jsqm	𭧿
jsqm	𭨕
jsqm	𰭭
jsqr	炭笔
jsqt	畎
jsqt	𭧉
jsqw	暴风
jsqw	山风
jsqw	晨风
jsqx	炭筆
jsr	耑
jsr	𣆝
jsra	暴行
jsrb	山径
jsrd	暴徒
jsre	暴饮
jsrf	暴風
jsrf	山風
jsrf	晨風
jsrf	山徑
jsri	𱰬
jsrm	暴利
jsrm	山外
jsrn	㠣
jsrn	𣌅
jsrn	𭗰
jsro	鷐
jsro	䳪
jsrr	暴毙
jsrs	耑
jsrs	峏
jsru	嵌入
jsrx	暴乱
jsry	𬏋
jsry	𱢒
jss	嵌
jssd	照葫蘆畫瓢
jssd	照葫芦画瓢
jsse	嵌
jsse	山藥
jsse	𡶂
jsse	𡶑
jsse	𭖳
jssf	山芋
jssg	山头
jssg	岸头
jssh	塁
jssk	曞
jssk	巁
jssl	𭦲
jssm	疂
jssn	嵌在
jsso	𦓗
jsso	𬏘
jssq	𤟮
jssq	𱛟
jssr	𣊵
jssr	𤳜
jsss	山脊
jsss	㟿
jsss	㬒
jsst	山茶
jssu	𣊥
jssv	暴动
jssv	山药
jssw	嵴
jssx	山莊
jst	異
jsta	晨昏
jstb	異
jstb	畊
jstb	晎
jstb	𡶵
jstb	𣇝
jstb	𣉏
jstb	𤱨
jstb	𦃙
jstb	𪰉
jstb	異
jstb	異
jstc	㟟
jstd	𣊴
jste	昃
jste	𣀠
jstg	𨍯
jsth	𤲲
jstk	暴
jstk	𣀛
jstk	𧏒
jstk	暴
jstl	晨钟
jstm	𰣎
jstn	𪒕
jsto	𣋰
jsto	𤲻
jsto	𭧂
jsto	𭻥
jstp	岸邊
jstp	日暮途窮
jstp	山邊
jstp	日暮途穷
jstp	𱢧
jstp	𱹖
jstr	𩙕
jstr	𪇰
jsts	𬏖
jstt	山谷
jstu	謈
jstv	㿺
jstw	𤴏
jstw	𩁠
jstx	𭅂
jstx	𱱂
jsty	𱊲
jsu	炭
jsua	𡹼
jsub	山巒
jsue	山鷹
jsue	山鹰
jsue	嶡
jsue	嶥
jsue	𢾡
jsug	山羊
jsuh	山庄
jsuk	山神
jsuk	𢾋
jsum	暴斃
jsup	𣁗
jsuq	𣉪
jsut	山道
jsut	𦓣
jsuu	異議
jsuv	炭
jsuv	炭火
jsuv	𬀯
jsuv	𱛠
jsuv	炭
jsuw	山炮
jsuw	㟐
jsuw	𭦇
jsv	昙
jsva	晨练
jsva	𬎬
jsve	𫝝
jsve	𫶝
jsvi	𭖆
jsvi	𱛉
jsvq	異鄉
jsvu	𡽮
jsvv	昙
jsvv	𡵓
jsvv	𡵦
jsvv	𤱂
jsvv	𭖅
jsvv	𭥓
jsvw	異能
jswb	㠛
jswb	㬦
jswb	𮋟
jswc	𡺮
jswd	山腰
jswe	山脈
jswe	曔
jswg	畢生
jswg	𩉎
jswh	山脚
jswh	𡒦
jswi	晨鐘
jswi	嵟
jswi	𩀭
jswm	山魈
jswn	𣌕
jswo	山脉
jswq	山腹
jswq	𡶨
jswt	山腳
jswu	𬁞
jswv	峟
jswv	𣋭
jswv	𭥯
jsww	異物
jsx	𫵷
jsxb	𣇗
jsxe	暴发
jsxh	𱢢
jsxl	𫵷
jsxl	暴力
jsxl	𰕵
jsxp	岸边
jsxp	山边
jsxq	暴君
jsxs	𤲐
jsxt	𡷳
jsxt	𡽐
jsy	嵘
jsya	𫜀
jsyb	𭗗
jsyc	山色
jsyd	㠓
jsyd	曚
jsye	暴飲
jsye	㟷
jsyf	嵘
jsyf	𡿗
jsyl	𫶕
jsym	𫶇
jsyo	𡾲
jsyq	𡽏
jsyv	𡿒
jsyv	𭧕
jsyw	異性
jsyx	崂
jt	田
jta	昴
jtai	㞴
jtaj	昂揚
jtaj	崏
jtaj	𣇲
jtao	岻
jtao	㫝
jtar	𫛂
jtas	峁
jtas	𪨫
jtat	嵰
jtau	田联
jtav	田聯
jtav	昂扬
jtba	𡺜
jtbb	㟗
jtbd	岎
jtbd	昐
jtbd	𡵳
jtbd	𣌥
jtbd	𤰪
jtbd	𭻃
jtbe	界線
jtbm	𱢖
jtbu	𣅝
jtby	田鸡
jtcv	界限
jtdb	昂起
jtdk	嶺南
jtdk	岭南
jtdm	𩓼
jtdn	𡻇
jtdq	田垄
jtdv	界石
jtdw	界碑
jte	嵚
jte	㬰
jte	𣅁
jteh	畟
jteh	𡶣
jteh	𢽸
jtei	嵚
jtei	𣢧
jtem	𠞅
jtes	㞤
jtet	㽗
jtev	田雞
jtex	𬁋
jtf	崙
jtf	田
jtfd	界標
jtfe	𢿗
jtff	畭
jtff	𡷣
jtff	𡸂
jtff	𣇞
jtff	𣉦
jtff	𣊊
jtff	𱢆
jtff	⽥
jtfg	𬀲
jtfh	界标
jtfj	𡼾
jtfj	𣋘
jtfj	𪩚
jtfj	𱜍
jtfl	田頭
jtfm	嵛
jtfm	崳
jtfm	𠝀
jtfm	𣈥
jtfm	𣈯
jtfn	崙
jtfn	崘
jtfn	㫻
jtfn	𤲕
jtfn	𬀿
jtfn	崙
jtfp	𰻏
jtft	𱤢
jtfv	嵲
jtfv	暞
jtfv	𡺼
jtfv	𭽵
jtfx	𭖺
jtfx	𰖄
jtgi	界面
jtgv	峑
jthc	田地
jthe	田坎
jths	𱛏
jthv	𡹥
jthv	𭖏
jtia	界河
jtib	田汉
jtin	𡷉
jtiq	田産
jtiq	田产
jtis	田漢
jtiw	田壟
jtja	𡽶
jtjt	嵧
jtjt	𡾍
jtjt	𫶌
jtjt	𰖝
jtjv	𣋼
jtkj	田間
jtkj	田螺
jtks	田野
jtks	嶺上
jtks	岭上
jtle	𭤤
jtlk	昂貴
jtlk	昂贵
jtll	日用品
jtlq	㟋
jtlq	𣇋
jtma	𱛙
jtmu	𡺗
jtmu	𭦍
jtnf	田园
jtnh	田園
jtni	峜
jtnp	𨕲
jtns	𡶤
jto	嶺
jtob	岭
jtob	昤
jtob	岺
jtob	𪽏
jtob	𱰮
jtoe	𡸛
jtoe	𣢽
jtoe	𱡝
jtof	界定
jtog	𡻡
jtok	岑寂
jtok	𬱣
jtok	𱜇
jtol	晗
jtol	嵢
jtol	㟏
jtol	㟔
jtol	𪰻
jtom	嶺
jtom	明镜高悬
jtom	䫈
jtom	𡽹
jtom	𣋃
jtom	嶺
jtor	䳥
jtor	𪁏
jtos	田賽
jtos	田赛
jtou	界说
jtov	岑
jtov	岒
jtov	昑
jtov	𡥏
jtov	𱡻
jtox	𡽁
jtox	𡽕
jtoy	𡹓
jtoy	𢚏
jtoy	𮭦
jtoy	𱢌
jtpa	𡿠
jtpj	田间
jtpm	𣌻
jtps	田產
jtps	𡵫
jtps	𭖎
jtpt	𤰽
jtpw	𡷁
jtpy	累卵之危
jtqj	𭥥
jtrb	田鼠
jtrb	田径
jtrf	田徑
jtri	𪨧
jtri	𱛍
jtro	𪀙
jtro	𮭅
jts	崄
jtsd	曍
jtsd	𡼗
jtse	𣅭
jtse	𱰪
jtsg	田头
jtsh	晨钟暮鼓
jtsi	崄
jtsi	𡸃
jtsv	𰎛
jtsx	田莊
jtt	界
jtta	𤲂
jttb	界
jttb	岕
jttb	畍
jttb	𡵚
jttb	𰕷
jttd	𡻆
jtte	𡵝
jtte	𣂹
jtte	𰎌
jttf	𡾺
jttg	𡽥
jttg	𧂓
jtth	田舍
jtth	㟇
jtth	𡸄
jtth	𪰦
jtti	畛
jtti	昣
jttj	𡹒
jttk	𢿁
jttl	峪
jttl	𭖦
jttl	𭻗
jttm	𠝹
jttm	𡺊
jttm	𡼴
jttm	𭗙
jttm	𭻰
jttp	田邊
jttq	𡻏
jtts	𡼙
jttt	𡈍
jttt	𡹽
jttt	𡺛
jtug	𡾮
jtug	𭗴
jtuh	田庄
jtut	昂首
jtut	界首
jtut	界說
jtuu	界説
jtuw	𡶍
jtv	暡
jtva	𡹳
jtva	𭦢
jtve	𡹀
jtve	𤲋
jtvf	界线
jtvk	𡥐
jtvq	𡷋
jtvs	𭻊
jtvv	昖
jtvv	𡵴
jtvx	暡
jtvx	嵡
jtvx	𡻐
jtwa	𡵛
jtwa	𤱀
jtws	昂然
jtwu	𱜄
jtx	昂
jtxj	昂
jtxj	岇
jtxj	𡵙
jtxp	田边
jtxp	𲅠
jtxx	𬁋
jty	𣊘
jty	𬵅
jtys	𱜊
jtyt	𪽟
ju	畔
jua	𧦊
juae	明火执仗
juas	訔
juav	畔
juav	㫠
juav	𡶡
juaw	昂首挺胸
jube	𫶦
jubj	𣉸
jubl	㷖
jubv	𡿞
juby	𱟛
jucw	男尊女卑
judg	曠古
judg	旷古
judh	𭖓
judm	𩓈
judm	𩓺
judp	𰖱
juea	𭦥
juef	晶状体
juei	𰙏
juey	𡾶
juf	嵯
jufe	思前想后
jufh	旷远
jufm	𣈰
jufo	嵯
jufo	曠工
jufo	旷工
jufo	暛
jufo	嵳
jufo	㽨
jufr	思前想後
jufs	𤲒
jug	崷
jug	𱢂
juga	嶟
jugc	𪰽
jugg	𡼓
jugh	畻
jugk	𪩑
jugo	崷
jugo	𡺚
jugp	旷达
jugs	㟄
jugt	𡺹
jugv	㒽
jugv	㟡
jugv	𡸩
jugv	𤲨
jugv	𭦣
juh	曦
juh	𣅋
juh	𭴋
juhb	𪩝
juhe	明火執仗
juhg	曦
juhg	嶬
juhg	嵄
juhg	㠖
juhg	㬢
juhg	𡾞
juhg	𣈸
juhg	𣌀
juhg	𪽦
juhg	𭻳
juhi	曠世
juhi	旷世
juhj	𣌆
juhl	曠遠
juhm	𡻘
juhm	𣉼
juho	𪸣
juhu	曠達
juhu	㟱
juhv	𣆮
juj	嶒
jujb	畏首畏尾
jujf	𣋾
jujg	𪩔
jujj	嶒
jujj	㬝
jujj	㽪
jujj	𡼳
jujq	嵯峨
jujr	晶瑩剔透
jujs	嶗山
juju	𡼷
juju	𤎚
jujv	𡸱
jujv	𭥴
jujw	𭗞
jukd	𪨿
jukn	昂首闊步
juks	曠野
juks	旷野
julq	㟋
julq	𣇋
julq	𱛯
julv	𫞃
jume	𣊶
juml	𣈔
juml	𣈘
jums	𣋹
jumt	𣇢
jumu	𰖭
june	𣤞
junj	𭧱
juoj	旷课
juor	𡾭
jupn	昂首阔步
jupo	𰻂
juqc	𣆬
juqc	𣉤
juqr	𣆖
juqr	𤱦
juqv	𬁍
jura	𡺃
jurh	𪨽
juri	暗送秋波
juri	𣌫
jurm	𱢟
jus	曠
juse	𭥪
jusj	𣉖
juso	𡸫
just	曠
just	𡾇
just	𣋷
just	𤳱
jusu	𡻠
jusu	𤳌
jute	巙
jutm	𡺬
jutm	𭗆
jutt	𬁛
jutx	照单全收
juu	旷
juua	𡽤
juua	𤳩
juub	𪒸
juub	𪱓
juue	𣊞
juuf	嶸
juug	㬕
juug	㬯
juuj	曠課
juuk	𨾄
juul	巆
juul	𪱋
juul	𰎸
juuq	𤓅
juus	星火燎原
juus	暖烘烘
juut	𬁛
juuu	𪐗
juuu	𭧲
juuv	晱
juuv	𡹖
juuv	𤈹
juuv	𤲩
juuv	𭻞
juux	嶗
juux	𪱌
juv	炅
juv	炚
juvq	晜
juvq	𣋥
juvq	𬀹
juvq	𭻘
juvs	𡵖
juvs	𡵼
juvt	𤰹
juvv	嵫
juvv	昿
juvv	㽧
juvv	嵫
juw	甿
juw	𣅇
juw	𣅖
juws	岿然
juws	𡵀
juwt	甿
juwx	晚禮服
juwx	晚礼服
jux	岿
juxb	疊床架屋
juxk	嵻
juxk	𡻚
juxk	𡽋
juxk	𭧠
juxl	嵣
juxl	𪰼
juxo	𭖾
juxt	嵰
juxt	𡽟
juxt	𡽦
juxv	岿
juxw	㟾
juy	巕
juyc	巕
juyn	𡷢
juyo	𡿣
jv	日
jva	𣅅
jvac	𡷙
jvae	𣊟
jvae	𭗐
jvaj	顯揚
jvak	日下
jval	顯聖
jvam	顯擺
jvaq	日托
jvas	屷
jvas	㞧
jvav	𭥿
jvax	日报
jvbb	幽綠
jvbd	幽居
jvbd	日剧
jvbe	日線
jvbf	日經
jvbm	𡺡
jvbm	𡺦
jvbm	𭦻
jvco	幽婉
jvdc	顯要
jvdi	田纳西州
jvdj	日韓
jvdj	日韩
jvdl	幽靈
jvdl	顯靈
jvdm	𡽠
jvdm	𩒳
jvdm	𫎥
jvdm	𬐿
jvdm	𭗣
jvdn	顯露
jvdu	畏缩不前
jvdw	日期
jvdw	日趨
jvdy	日趋
jveb	幽僻
jvef	日后
jveh	𡸅
jver	日化
jvey	顯像
jvf	㟃
jvf	日
jvfe	𡾱
jvff	日本
jvff	幽禁
jvff	𤲮
jvff	𫩏
jvff	⽇
jvff	⽈
jvfh	日元
jvfh	幽远
jvfi	𰕳
jvfj	𡾪
jvfl	㟃
jvfl	日頭
jvfl	𰣚
jvfq	略遜一籌
jvfq	略逊一筹
jvfs	顯形
jvfv	𡶲
jvfv	𭻐
jvfw	思绪万千
jvga	日珥
jvgb	𣆻
jvgf	日式
jvgm	顯現
jvgs	𣈠
jvgs	𫝳
jvgs	𰎉
jvgt	㟥
jvgt	𫶅
jvh	𡿯
jvhg	日臻
jvhl	幽遠
jvhs	顯示
jvht	顯赫
jvht	𤰕
jvht	𤰝
jvhu	日報
jvhu	顯達
jvhv	𭎢
jvhw	幽靜
jvhw	幽雅
jvhw	幽静
jvhy	日志
jvi	𣄻
jvi	𭥋
jvib	男子汉
jvif	日新
jvig	日漸
jvih	日渐
jvii	日立
jviq	日産
jviq	日产
jvis	男子漢
jvis	𡴭
jvis	𡴮
jvis	𡴯
jvis	𡴱
jvis	𡴼
jviy	幽深
jvj	崰
jvjb	日照
jvjb	時斷時續
jvjd	日晒
jvjf	日曬
jvjf	𡻝
jvji	幽暗
jvjm	峻峭
jvjo	顯影
jvjo	日影
jvjt	峻嶺
jvjt	峻岭
jvjt	崰
jvjt	𡸟
jvjv	幽幽
jvjw	顯明
jvjw	幽明
jvjy	日暈
jvjy	幽思
jvjy	日晕
jvk	崡
jvk	㫗
jvka	幽閉
jvkf	𡶽
jvkj	日間
jvkm	顯卡
jvkn	幽門
jvkr	日內
jvks	日冕
jvks	㞨
jvks	𡵇
jvkt	日内
jvkt	𡥔
jvkx	崡
jvkx	日见
jvld	日數
jvlf	𡹪
jvlk	顯貴
jvlk	嵹
jvln	日中
jvln	幽咽
jvls	𱛆
jvlu	㬃
jvlv	𣅿
jvmb	𣇚
jvmd	日劇
jvmh	日光
jvmh	顯耀
jvmn	𰖕
jvmv	顯眼
jvmx	日見
jvmx	顯見
jvn	𭦂
jvnb	𣋲
jvnh	𤱐
jvnk	𱢇
jvnm	日常
jvns	幽默
jvns	峎
jvns	𡷐
jvns	𱛐
jvnw	𡹲
jvo	岌
jvob	日记
jvod	岌
jvod	昅
jvod	岋
jvod	𭖀
jvoe	日夜
jvof	日寇
jvof	日语
jvok	幽寂
jvos	𡵏
jvot	日雜
jvot	顯效
jvou	日商
jvpa	幽闭
jvpc	日数
jvpj	日间
jvpm	𥀩
jvpn	幽门
jvpo	𨕻
jvps	日產
jvps	岥
jvpt	𤱍
jvpu	幽邃
jvpw	日文
jvq	曏
jvqb	𭗅
jvqb	𰌮
jvqc	曏
jvqg	𣍑
jvqi	𱢈
jvqp	𬁠
jvqp	𭺽
jvqq	𭦁
jvqr	㽙
jvqr	𭥠
jvqr	𰎍
jvrb	幽径
jvrf	顯微
jvrf	幽微
jvrf	幽徑
jvrj	顯得
jvrj	幽香
jvrk	果子狸
jvrl	日程
jvrv	日後
jvrv	幽怨
jvrw	顯學
jvs	昪
jvsb	𭻒
jvsg	日头
jvsh	顯著
jvsi	日落
jvsi	日薪
jvsj	日暮
jvsn	顯存
jvso	昪
jvso	峅
jvsr	日曆
jvss	嵶
jvss	𤲹
jvsv	幽魂
jvsx	日历
jvsx	𡶹
jvt	峻
jvtb	昲
jvtb	岪
jvtb	𡶒
jvte	畯
jvte	晙
jvte	峻
jvte	𭖨
jvte	𭦕
jvtf	幽會
jvti	旸
jvti	𪽈
jvti	𫵵
jvtj	𤲁
jvtk	𪰶
jvtm	曊
jvtn	日用
jvtr	𥟙
jvts	幽会
jvtt	幽谷
jvub	日記
jvuf	日語
jvuh	日誌
jvuh	日美
jvuk	日神
jvuq	日託
jvut	日益
jvuw	日前
jvv	顯
jvvb	日经
jvvb	𡼊
jvvb	𡽭
jvvb	𦇵
jvvc	𫶹
jvvc	𮠀
jvve	歞
jvvf	日线
jvvg	𩎍
jvvi	𡵿
jvvk	日子
jvvk	男孩子
jvvk	𧖙
jvvk	𬱮
jvvm	顯
jvvm	䫜
jvvm	𠠁
jvvm	𤳑
jvvo	幽
jvvo	𡼶
jvvo	𤳒
jvvo	𭖞
jvvr	𪃨
jvvt	嵾
jvvt	㠁
jvvt	㽩
jvvt	𤰜
jvvt	𡼠
jvvt	𣊉
jvvu	㬎
jvvv	𢇑
jvvv	𢇕
jvvv	𪨭
jvvv	𪨮
jvvv	𫲪
jvvx	幽绿
jvws	顯然
jvws	幽然
jvwv	日月
jvxi	𡴰
jvxi	𭥛
jvxi	𱛒
jvxl	影響力
jvxl	岰
jvxl	𣅺
jvxl	𤱎
jvxl	𰎓
jvxu	幽灵
jvxw	日戳
jvxx	日出
jvxx	顯出
jvyc	日色
jvyf	日杂
jvyg	日軍
jvyh	幽情
jvyh	日军
jvyj	幽冥
jvym	㟜
jvyn	日心
jvyo	日久
jvys	日食
jvyw	顯性
jw	明
jwal	易事
jwam	明擺
jwam	明摆
jwam	𦥼
jwat	明搶
jwat	明抢
jwaw	𤮞
jwba	𰖞
jwbb	星緣
jwbd	𬀶
jwbf	易經
jwbj	明細
jwbr	𱢛
jwbt	𪱖
jwbu	𣉲
jwbv	星級
jwbw	盟約
jwcb	明媚
jwcb	易怒
jwcf	日月如梭
jwcf	𫑤
jwch	星际
jwck	𡶄
jwcm	遏阻
jwct	剔除
jwcw	星際
jwd	崥
jwdb	明起
jwdh	明基
jwdh	崥
jwdh	㽡
jwdh	𡺾
jwdj	明朝
jwdm	崩裂
jwdm	𩣶
jwdq	巋然不動
jwdq	明矾
jwds	星雲
jwds	岿然不动
jwdw	星期
jwdy	明確
jwdy	明确
jwdy	明艳
jwdy	𢢤
jwe	嶔
jweb	明白
jweb	㿢
jwee	𣈂
jwef	星体
jwef	明后
jweg	明代
jweh	𤲧
jwei	易位
jwei	嶔
jwei	𡼲
jwei	𡾵
jwel	𪱊
jwem	明处
jwfa	易于
jwfg	明天
jwfk	明麗
jwfk	明丽
jwfm	星相
jwfo	歇工
jwfq	略勝一籌
jwfq	略胜一筹
jwfq	𣉜
jwfs	星形
jwft	明槍
jwft	明枪
jwfu	明灭
jwfv	㠍
jwfv	㠎
jwfv	𱢪
jwfw	明礬
jwg	星
jwg	甠
jwgf	星球
jwgg	戥
jwgg	𪩞
jwgg	𱟠
jwgk	明理
jwgo	琞
jwgo	𪻹
jwgp	明达
jwgs	𭺱
jwgt	𰣀
jwgv	胃酸
jwgv	𡷄
jwgw	明珠
jwh	暩
jwhc	易地
jwhd	星城
jwhj	崩塌
jwhj	𣋐
jwhl	晭
jwhl	㟘
jwhs	明示
jwhs	暩
jwhs	𡻰
jwhs	𱵗
jwhu	明達
jwhv	明教
jwhv	𭎮
jwhy	明志
jwhy	剔牙
jwi	崔
jwi	㫿
jwia	星河
jwib	崩漏
jwib	星汉
jwid	日月潭
jwid	明滅
jwie	明淨
jwig	明渠
jwih	明清
jwii	星洲
jwil	崩潰
jwil	胃部
jwil	崩溃
jwio	明澈
jwio	胃液
jwiq	明月清风
jwir	明月清風
jwis	崔
jwis	星漢
jwis	𡹐
jwiv	明治
jwiy	易学
jwj	崟
jwjd	明豔
jwjf	明晰
jwji	巍然屹立
jwji	明暗
jwjn	明显
jwjo	明早
jwjs	崟
jwjs	日月星辰
jwjs	崯
jwjs	𡻿
jwju	𪹕
jwjv	峋
jwjv	明顯
jwjv	明日
jwjv	㫬
jwjv	𤱬
jwjw	明明
jwjw	星星
jwjw	明星
jwjw	崔嵬
jwjw	𣊧
jwjy	明晚
jwk	嶲
jwka	𤮰
jwkc	酅
jwkc	𨟎
jwkg	嶲
jwkg	𡼕
jwkg	𱢫
jwkg	嶲
jwkl	巂
jwkl	𤳬
jwkm	㔒
jwkm	㫼
jwkm	𧢧
jwkm	𪰮
jwkn	𡾧
jwkr	𭦷
jwkr	𪈥
jwks	明艶
jwks	𭧰
jwkt	𭦷
jwl	煦
jwlk	盟员
jwlm	盟員
jwlp	𭧙
jwls	星號
jwls	星号
jwls	𣊤
jwlt	明喻
jwlu	煦
jwlu	𣊳
jwlu	𤋗
jwlv	岣
jwlv	昫
jwlv	胃口
jwlv	晧
jwlv	峼
jwlv	㽛
jwlv	𪓞
jwm	盟
jwmb	暹羅
jwmc	𨞚
jwmd	𠟁
jwmd	𰎗
jwme	明處
jwmg	明瞭
jwmh	星光
jwmh	明光
jwmi	易幟
jwmk	星體
jwml	易帜
jwmn	盟
jwmr	暹罗
jwms	𣋮
jwmu	明目
jwmv	明眸
jwmv	明眼
jwmw	𦡉
jwmx	𧡜
jwmx	𧡶
jwn	曛
jwn	𣅫
jwn	𤘵
jwna	星团
jwnd	星鬥
jwne	曛
jwne	明路
jwne	星图
jwng	盟國
jwng	星團
jwng	盟国
jwni	𭥭
jwnl	星圖
jwnq	明鉴
jwns	𡵜
jwnt	㽚
jwnt	𤰼
jwnu	歇業
jwnu	歇业
jwnx	𠚠
jwo	旳
jwod	易读
jwod	旳
jwod	𬏀
jwoe	星宿
jwoe	星夜
jwoe	歇宿
jwof	明证
jwog	易主
jwol	明亮
jwom	明鏡高懸
jwom	𭨅
jwor	㠢
jwos	明讲
jwos	𪨲
jwot	易於
jwot	𣇴
jwou	明辨
jwou	明说
jwou	𬊏
jwow	明察
jwow	𬁖
jwox	明朗
jwp	暹
jwpb	胃痛
jwpb	易变
jwpe	胃疼
jwpf	曌
jwpf	星空
jwpf	胃病
jwpm	㽤
jwpm	𭧼
jwpo	暹
jwpo	𭗝
jwpo	𮟌
jwpp	𫆿
jwpw	明文
jwpx	明断
jwq	巑
jwqa	明年
jwqb	星系
jwqj	𪛂
jwqk	𰏁
jwql	明知
jwql	明智
jwqm	崩盘
jwqm	星盘
jwqm	巑
jwqm	𡿍
jwqm	𧖽
jwqm	𰖽
jwqq	崩盤
jwqq	星盤
jwqr	𭦞
jwqr	𰖅
jwqr	𱛥
jwra	𤮯
jwrc	𡿆
jwrd	明德
jwrj	易得
jwrl	易名
jwrm	𣯯
jwro	䳟
jwro	䳽
jwro	𪂡
jwro	𭦹
jwro	𱈯
jwrs	𭖼
jwrt	𬁚
jwrv	剔透
jwrv	明後
jwrv	明秀
jwrw	易學
jws	昀
jwsa	昭然若揭
jwsb	男朋友
jwsb	盟友
jwsd	星斗
jwse	昀
jwse	歇菜
jwse	畇
jwsg	𩉂
jwsh	晨鐘暮鼓
jwsh	𡑅
jwsi	崩落
jwsm	晞
jwsm	㟓
jwsn	星辰
jwsn	𣌜
jwsn	𪒞
jwsq	猒
jwss	𡽎
jwst	𢵤
jwsu	㬗
jwsv	星云
jwsv	𡶱
jwsv	𡷃
jwsw	崤
jwsx	𭧻
jwsy	明净
jwsy	㦔
jwsy	𩞹
jwt	易
jwta	𣋇
jwta	𣌒
jwtb	𣆦
jwtb	𪨴
jwtb	𱢅
jwtc	𬪉
jwte	歇
jwte	明人
jwte	𣂨
jwte	𣂰
jwte	𫾻
jwte	𭨝
jwtf	𬁐
jwth	𡓮
jwth	𢆜
jwti	昒
jwti	易
jwti	明镜
jwti	胃镜
jwti	岉
jwti	𤰿
jwti	𰢽
jwti	𱛎
jwti	易
jwtj	𪓮
jwtk	敡
jwtk	𧓃
jwtm	剔
jwtm	㓭
jwtm	䫘
jwtm	𣌌
jwtm	𥂺
jwtm	𧇷
jwtm	𪙶
jwtm	𪱎
jwtn	易用
jwto	明令
jwtp	遏
jwtp	逷
jwtp	𭧺
jwtr	毼
jwtr	鶡
jwtr	鶍
jwtr	𮍻
jwts	𣉝
jwts	𣍊
jwts	𦤪
jwts	𪱁
jwtt	𢒗
jwtt	𣊷
jwtt	𭧚
jwtu	易手
jwtu	𬊙
jwtu	𬊛
jwtv	𭧑
jwtx	曷
jwtx	㔠
jwtx	𣉷
jwtx	𰭤
jwty	鹖
jwty	歇息
jwty	惖
jwty	𡹸
jwty	𣇤
jwty	𭝓
jwu	嵬
