一	〔一・Fiƒ〕
𧤂	〔土八夂用・HTET・CJK-B〕
𧤃	〔冖用田丌・YTJA・CJK-B〕
𧤄	〔冖用丄儿・YTKQ・CJK-B〕
𧤅	〔戈口一用・GLFT・CJK-B〕
𧤆	〔冖用弓小・YTVM・CJK-B〕
𧤇	〔冖用一木・YTFF・CJK-B〕
𧤈	〔冖用卄木・YTSF・CJK-B〕
𧤉	〔冖用{逆折同乚}月・YTXW・CJK-B〕
𧤊	〔牛冂刂用・WKMT・CJK-B〕
𧤋	〔冖用幺卄・YTVS・CJK-B〕
𧤌	〔冖用大夕・YTGR・CJK-B〕
𧤍	〔冖用亠巾・YTOM・CJK-B〕
𧤎	〔冖用宀日・YTOJ・CJK-B〕
𧤏	〔冖用口耳・YTLA・CJK-B〕
𧤐	〔冖用咼・YTNa・CJK-B〕
𧤑	〔臼大冖用・RGYT・CJK-B〕
𧤒	〔冖用革・YTGe・CJK-B〕
𧤓	〔冖用{右上}月・YTSW・CJK-B〕
𧤔	〔冖用{登上同又}殳・YTBQ・CJK-B〕
𧤕	〔冖用丷酉・YTUG・CJK-B〕
𧤖	〔冖用田{畏下同匚}・YTJG・CJK-B〕
𧤗	〔冖用山而・YTJS・CJK-B〕
𧤘	〔日一龰用・JFNT・CJK-B〕
𧤙	〔禾火冖用・RUYT・CJK-B〕
𧤚	〔冖用亠小・YTOM・CJK-B〕
𧤛	〔冖用𡗗禾・YTGR・CJK-B〕
𧤜	〔冖用一丨・YTFN・CJK-B〕
𧤝	〔冖用卯田・YTTJ・CJK-B〕
𧤞	〔冖用亠方・YTOO・CJK-B〕
𧤟	〔冖用气米・YTQP・CJK-B〕
𧤠	〔冖用夕木・YTRF・CJK-B〕
𧤡	〔冖用至夂・YTHE・CJK-B〕
𧤢	〔冖用冖乃・YTYV・CJK-B〕
𧤣	〔冖用艹早・YTSJ・CJK-B〕
𧤤	〔冖用隹乃・YTWV・CJK-B〕
𧤥	〔冖用{虎头同虎}文・YTMP・CJK-B〕
𧤦	〔冖用{右上}口・YTSL・CJK-B〕
𧤧	〔冖用{虎头同虎}殳・YTMQ・CJK-B〕
𧤨	〔冖用日女・YTJC・CJK-B〕
𧤩	〔冖用罒丨・YTMN・CJK-B〕
𧤪	〔冖用隹乃・YTWV・CJK-B〕
𧤫	〔冖用{𠂆同斤}人・YTET・CJK-B〕
𧤬	〔冖用丿而・YTQS・CJK-B〕
𧤭	〔巴冖用牛・CYTW・CJK-B〕
𧤮	〔冖用{右上}口・YTSL・CJK-B〕
𧤯	〔冖用囗一・YTNF・CJK-B〕
𧤰	〔冖用一十・YTFD・CJK-B〕
𧤱	〔冖用艹辛・YTSO・CJK-B〕
𧤲	〔冖用豕灬・YTDU・CJK-B〕
𧤳	〔冖用十丿・YTDQ・CJK-B〕
𧤴	〔士{眉上同尸}殳用・HBQT・CJK-B〕
𧤵	〔冖用臣土・YTSH・CJK-B〕
𧤶	〔冖用豕心・YTDY・CJK-B〕
𧤷	〔冖用爪豕・YTED・CJK-B〕
𧤸	〔冖用{囟框同向}夂・YTRE・CJK-B〕
𧤹	〔扌隹冖用・AWYT・CJK-B〕
𧤺	〔冖用大日・YTGJ・CJK-B〕
𧤻	〔冖用艹龷・YTSS・CJK-B〕
𧤼	〔冖用厂欠・YTSE・CJK-B〕
𧤽	〔冖用門月・YTKW・CJK-B〕
𧤾	〔冖用矛口・YTCL・CJK-B〕
𧤿	〔冖用山攴・YTJK・CJK-B〕
𧥀	〔戈口一用・GLFT・CJK-B〕
𧥁	〔冖用刀向・YTBR・CJK-B〕
𧥂	〔冖用羽丶・YTXO・CJK-B〕
𧥃	〔冖用阝豕・YTCD・CJK-B〕
𧥄	〔冖用口戈・YTLG・CJK-B〕
𧥅	〔冖用山乃・YTJV・CJK-B〕
𧥆	〔士冖一口・HYFL・CJK-B〕
𧥇	〔冖用山鬼・YTJW・CJK-B〕
𧥈	〔冖用臣皿・YTSM・CJK-B〕
𧥉	〔冖用亠豕・YTOD・CJK-B〕
𧥊	〔冖用罒欠・YTME・CJK-B〕
𧥋	〔冖用羽隹・YTXW・CJK-B〕
𧥌	〔冖用广八・YTUT・CJK-B〕
𧥍	〔冖用鹿灬・YTIU・CJK-B〕
𧥎	〔冖用冖攴・YTYK・CJK-B〕
𧥏	〔冖用隹口・YTWL・CJK-B〕
𧥐	〔冖用䒑艮・YTUV・CJK-B〕
𧥑	〔戈口一用・GLFT・CJK-B〕
𧥒	〔冖用冖丶・YTYO・CJK-B〕
𧥓	〔冖用冖丶・YTYO・CJK-B〕
𧥔	〔巴冖用虫・CYTK・CJK-B〕
𧥕	〔冖用止黽・YTNJ・CJK-B〕
𧥖	〔冖用一鹿・YTFI・CJK-B〕
𧥗	〔冖用一鹿・YTFI・CJK-B〕
𧥘	〔冖用隹虫・YTWK・CJK-B〕
𧥙	〔戊一口攴・DFLK・CJK-B〕
𧥚	〔戊一口用・DFLT・CJK-B〕
𧥛	〔亠二冂・OSKg・CJK-B〕
𧥜	〔亠二凵・OSXa・CJK-B〕
𧥝	〔{顺折同乙}言・VUai・CJK-B〕
𧥞	〔言丨・UNsa・CJK-B〕
𧥟	〔言{顺折同乙}・UVia・CJK-B〕
𧥠	〔九言・YUaj・CJK-B〕
𧥡	〔言廴・UXna・CJK-B〕
𧥢	〔大言・GUad・CJK-B〕
𧥣	〔言口・ULva・CJK-B〕
𧥤	〔言尸・UBva・CJK-B〕
𧥥	〔巛言・VUah・CJK-B〕
𧥦	〔言二{逆折同乚}・USXi・CJK-B〕
𧥧	〔夕言・RUak・CJK-B〕
𧥨	〔言十{逆折同乚}・UDXi・CJK-B〕
𧥩	〔言尢・UDoa・CJK-B〕
𧥪	〔言丅{逆折同乚}・UAXi・CJK-B〕
𧥫	〔言丿七・UQAi・CJK-B〕
𧥬	〔言丿几・UQQj・CJK-B〕
𧥭	〔言一九・UFYj・CJK-B〕
𧥮	〔言二{互中同母}・USBm・CJK-B〕
𧥯	〔言匸{顺折同乙}乀・UGVO・CJK-B〕
𧥰	〔言亻乃・UEVa・CJK-B〕
𧥱	〔言夫・UGua・CJK-B〕
𧥲	〔{⼓同月}{两撇同彡}言・WTUa・CJK-B〕
𧥳	〔言{屮同凵}一・UXFi・CJK-B〕
𧥴	〔言{卬左同卯}卩・UTXj・CJK-B〕
𧥵	〔言日・UJva・CJK-B〕
𧥶	〔言王・UGva・CJK-B〕
𧥷	〔言气・UQqa・CJK-B〕
𧥸	〔言牛・UWna・CJK-B〕
𧥹	〔言丰・UDna・CJK-B〕
𧥺	〔言{⼓同月}二・UWSe・CJK-B〕
𧥻	〔{⼓同月}二言・WSUa・CJK-B〕
𧥼	〔言二厶・USVv・CJK-B〕
𧥽	〔二八言・STUa・CJK-B〕
𧥾	〔言戈・UGga・CJK-B〕
𧥿	〔水言・KUah・CJK-B〕
𧦀	〔言又又・UBBu・CJK-B〕
𧦁	〔言入入・URRu・CJK-B〕
𧦂	〔{逆折同乚}大言・XGUa・CJK-B〕
𧦃	〔言予・UCua・CJK-B〕
𧦄	〔言{卬左同卯}七・UTAi・CJK-B〕
𧦅	〔言匚乂・UGWa・CJK-B〕
𧦆	〔言凵又・UXBu・CJK-B〕
𧦇	〔月言・WUa・CJK-B〕
𧦈	〔言{戶同户}・UIha・CJK-B〕
𧦉	〔言丅一{逆折同乚}・UAFX・CJK-B〕
𧦊	〔日言・JUa・CJK-B〕
𧦋	〔言水・UKha・CJK-B〕
𧦌	〔言手・UTua・CJK-B〕
𧦍	〔言{⼓同月}{两撇同彡}・UWTi・CJK-B〕
𧦎	〔言丿口・UQLv・CJK-B〕
𧦏	〔言一冂{逆折同乚}・UFKX・CJK-B〕
𧦐	〔言爪・UEka・CJK-B〕
𧦑	〔言亠几・UOQj・CJK-B〕
𧦒	〔言弓一・UVFi・CJK-B〕
𧦓	〔言片・UTpa・CJK-B〕
𧦔	〔几言十・QUDh・CJK-B〕
𧦕	〔言十几・UDQj・CJK-B〕
𧦖	〔言丿凵{逆折同乚}・UQXX・CJK-B〕
𧦗	〔月言・WUa・CJK-B〕
𧦘	〔言冂又・UKBu・CJK-B〕
𧦙	〔凵又言・XBUa・CJK-B〕
𧦚	〔言一幺・UFVo・CJK-B〕
𧦛	〔言{⼓同月}又・UWBu・CJK-B〕
𧦜	〔言人小・UTMa・CJK-B〕
𧦝	〔言丿丷{于下}・UQUA・CJK-B〕
𧦞	〔言{右上}巾・USMv・CJK-B〕
𧦟	〔言丿之・UQPc・CJK-B〕
𧦠	〔言厂{顺折同乙}・USVi・CJK-B〕
𧦡	〔言厂干・USHg・CJK-B〕
𧦢	〔言口丂・ULSk・CJK-B〕
𧦣	〔言亠女・UOCv・CJK-B〕
𧦤	〔言力口・UXLv・CJK-B〕
𧦥	〔母言・BUam・CJK-B〕
𧦦	〔言冂土・UKHv・CJK-B〕
𧦧	〔言{丿一同竹}也・UQCy・CJK-B〕
𧦨	〔言夕卜・URMo・CJK-B〕
𧦩	〔言匚也・UGCy・CJK-B〕
𧦪	〔工力言・FXUa・CJK-B〕
𧦫	〔言尸{コ同又}・UBBu・CJK-B〕
𧦬	〔工几言・FQUa・CJK-B〕
𧦭	〔言亻也・UECy・CJK-B〕
𧦮	〔言弓丶・UVOd・CJK-B〕
𧦯	〔言一{⼓同月}{两撇同彡}・UFWT・CJK-B〕
𧦰	〔言立・UIia・CJK-B〕
𧦱	〔宀几言・OQUa・CJK-B〕
𧦲	〔力口言・XLUa・CJK-B〕
𧦳	〔言石・UDva・CJK-B〕
𧦴	〔{登上同又}言・BUau・CJK-B〕
𧦵	〔言田・UJta・CJK-B〕
𧦶	〔言丿一口・UQFL・CJK-B〕
𧦷	〔言{⼓同月}乂{逆折同乚}・UWWX・CJK-B〕
𧦸	〔干冂言・HKUa・CJK-B〕
𧦹	〔言木一・UFFi・CJK-B〕
𧦺	〔言亻工・UEFo・CJK-B〕
𧦻	〔言丿八丂・UQTS・CJK-B〕
𧦼	〔言瓜・UQua・CJK-B〕
𧦽	〔言冖小・UYMa・CJK-B〕
𧦾	〔言{コ同又}丨又・UBNB・CJK-B〕
𧦿	〔言一冂人・UFKT・CJK-B〕
𧧀	〔言瓦・UAwa・CJK-B〕
𧧁	〔夕{顺折同乙}言・RVUa・CJK-B〕
𧧂	〔言{丿一同竹}小・UQMa・CJK-B〕
𧧃	〔匚丨口言・GNLU・CJK-B〕
𧧄	〔言亡女・UUCv・CJK-B〕
𧧅	〔言一口乂・UFLW・CJK-B〕
𧧆	〔言𠂤・UYda・CJK-B〕
𧧇	〔言乃木・UVFv・CJK-B〕
𧧈	〔言糸・UBsa・CJK-B〕
𧧉	〔言广丿七・UUQA・CJK-B〕
𧧊	〔言{𠂆同斤}一巳・UEFC・CJK-B〕
𧧋	〔言歹刂・UDMd・CJK-B〕
𧧌	〔言上小・UKMa・CJK-B〕
𧧍	〔言西・UDia・CJK-B〕
𧧎	〔言上下・UKAk・CJK-B〕
𧧏	〔女口言・CLUa・CJK-B〕
𧧐	〔言戊一・UDFi・CJK-B〕
𧧑	〔立丿言・IQUa・CJK-B〕
𧧒	〔言木冂・UFKg・CJK-B〕
𧧓	〔言丿皿・UQMn・CJK-B〕
𧧔	〔言舟・UQoa・CJK-B〕
𧧕	〔言宀子・UOVk・CJK-B〕
𧧖	〔言臼・URja・CJK-B〕
𧧗	〔言乂凵儿・UWXQ・CJK-B〕
𧧘	〔言冖巴・UYCb・CJK-B〕
𧧙	〔月言又・WUBu・CJK-B〕
𧧚	〔言冊丨・UNNs・CJK-B〕
𧧛	〔言冂二二・UKSS・CJK-B〕
𧧜	〔言冂乂乂・UKWW・CJK-B〕
𧧝	〔言厂牙・USHy・CJK-B〕
𧧞	〔爪言又・EUBu・CJK-B〕
𧧟	〔言十戈・UDGg・CJK-B〕
𧧠	〔言彐彐・UXXv・CJK-B〕
𧧡	〔言八八厶・UTTV・CJK-B〕
𧧢	〔言亡{荒下同儿}・UUQr・CJK-B〕
𧧣	〔言文凵・UPXa・CJK-B〕
𧧤	〔言䒑大・UUGd・CJK-B〕
𧧥	〔言冂龷・UKSo・CJK-B〕
𧧦	〔言向・URna・CJK-B〕
𧧧	〔冂乂乂言・KWWU・CJK-B〕
𧧨	〔言几木・UQFv・CJK-B〕
𧧩	〔言亦・UPia・CJK-B〕
𧧪	〔言彐キ・UXAv・CJK-B〕
𧧫	〔言尸工・UBFo・CJK-B〕
𧧬	〔十戈言・DGUa・CJK-B〕
𧧭	〔言夂キ・UEAv・CJK-B〕
𧧮	〔言亡川・UUQc・CJK-B〕
𧧯	〔言小兀・UMHw・CJK-B〕
𧧰	〔言臣・USca・CJK-B〕
𧧱	〔言彐山・UXJs・CJK-B〕
𧧲	〔言壬儿・UEQr・CJK-B〕
𧧳	〔言大キ・UGAv・CJK-B〕
𧧴	〔言入{逆折同乚}心・URXY・CJK-B〕
𧧵	〔言大入入・UGRR・CJK-B〕
𧧶	〔言人一朩・UTFF・CJK-B〕
𧧷	〔言一水丶・UFKO・CJK-B〕
𧧸	〔言口力刂・ULXM・CJK-B〕
𧧹	〔亻口八言・ELTU・CJK-B〕
𧧺	〔言匕匕土・URRH・CJK-B〕
𧧻	〔言亻{丿一同竹}{乍下同卜}・UEQM・CJK-B〕
𧧼	〔言宀夕一・UORF・CJK-B〕
𧧽	〔言夂丰・UEDn・CJK-B〕
𧧾	〔言貝・UMba・CJK-B〕
𧧿	〔乂乂子言・WWVU・CJK-B〕
𧨀	〔言人人土・UTTH・CJK-B〕
𧨁	〔羊言・UUag・CJK-B〕
𧨂	〔言亻丁口・UEAL・CJK-B〕
𧨃	〔言土{介下同八}八・UHTT・CJK-B〕
𧨄	〔言艹一丂・USFS・CJK-B〕
𧨅	〔艹土言・SHUa・CJK-B〕
𧨆	〔言亠厶{荒下同儿}・UOVQ・CJK-B〕
𧨇	〔言尸木・UBFv・CJK-B〕
𧨈	〔工人人言・FTTU・CJK-B〕
𧨉	〔言亡壬・UUEe・CJK-B〕
𧨊	〔言厂{丿一同竹}{乍下同卜}・USQM・CJK-B〕
𧨋	〔言冂一止・UKFN・CJK-B〕
𧨌	〔言大大一・UGGF・CJK-B〕
𧨍	〔亻口八言・ELTU・CJK-B〕
𧨎	〔言宀一兀・UOFH・CJK-B〕
𧨏	〔言冖且・UYMi・CJK-B〕
𧨐	〔言文女・UPCv・CJK-B〕
𧨑	〔言亠口了・UOLV・CJK-B〕
𧨒	〔言一日乂・UFJW・CJK-B〕
𧨓	〔言日廴・UJXn・CJK-B〕
𧨔	〔言艹亡・USUw・CJK-B〕
𧨕	〔言冖口儿・UYLQ・CJK-B〕
𧨖	〔言冖用・UYTn・CJK-B〕
𧨗	〔言干火・UHUv・CJK-B〕
𧨘	〔言一卄彡・UFST・CJK-B〕
𧨙	〔言土{逆折同乚}土・UHXH・CJK-B〕
𧨚	〔言日土・UJHv・CJK-B〕
𧨛	〔言目匕・UMRi・CJK-B〕
𧨜	〔言口月・ULWv・CJK-B〕
𧨝	〔言冂八口・UKTL・CJK-B〕
𧨞	〔言爪大・UEGd・CJK-B〕
𧨟	〔言言・UUaa・CJK-B〕
𧨠	〔言穴又・UPBu・CJK-B〕
𧨡	〔言彐丿口・UXQL・CJK-B〕
𧨢	〔言卝干・USHg・CJK-B〕
𧨣	〔冂人口言・KTLU・CJK-B〕
𧨤	〔言日工・UJFo・CJK-B〕
𧨥	〔言{齊右同卯}日・UTJv・CJK-B〕
𧨦	〔言八一皿・UTFM・CJK-B〕
𧨧	〔阝{右上}工言・CSFU・CJK-B〕
𧨨	〔言心丿山・UYQJ・CJK-B〕
𧨩	〔言一大丶・UFGO・CJK-B〕
𧨪	〔言攴月・UKWv・CJK-B〕
𧨫	〔言大䒑十・UGUD・CJK-B〕
𧨬	〔言田丌・UJAj・CJK-B〕
𧨭	〔臣人言・STUa・CJK-B〕
𧨮	〔言𠂤十・UYDh・CJK-B〕
𧨯	〔言一厶木・UFVF・CJK-B〕
𧨰	〔言牛冂刂・UWKM・CJK-B〕
𧨱	〔言广{卬左同卯}丶・UUTO・CJK-B〕
𧨲	〔尚言・NUas・CJK-B〕
𧨳	〔言卜早・UMJo・CJK-B〕
𧨴	〔言{于下}口彐・UALX・CJK-B〕
𧨵	〔言厂缶・USWo・CJK-B〕
𧨶	〔言艹夭・USEo・CJK-B〕
𧨷	〔言止月・UNWv・CJK-B〕
𧨸	〔言冂龷八・UKST・CJK-B〕
𧨹	〔言彐水・UXKh・CJK-B〕
𧨺	〔立戈言・IGUa・CJK-B〕
𧨻	〔亻龷八言・ESTU・CJK-B〕
𧨼	〔言卜囗夂・UMNE・CJK-B〕
𧨽	〔言阝亻寸・UCEA・CJK-B〕
𧨾	〔言冖八木・UYTF・CJK-B〕
𧨿	〔言工白・UFEb・CJK-B〕
𧩀	〔言亻夕夕・UERR・CJK-B〕
𧩁	〔水言水・KUKh・CJK-B〕
𧩂	〔言亠{⼓同月}方・UOWO・CJK-B〕
𧩃	〔言艹乂乂・USWW・CJK-B〕
𧩄	〔言一人工・UFTF・CJK-B〕
𧩅	〔言广七夂・UUAE・CJK-B〕
𧩆	〔言匚{コ同又}土・UGBH・CJK-B〕
𧩇	〔言心乃丶・UYVO・CJK-B〕
𧩈	〔言户犬・UISq・CJK-B〕
𧩉	〔言广彐人・UUXT・CJK-B〕
𧩊	〔言大丷丂・UGUS・CJK-B〕
𧩋	〔木木言・FFUa・CJK-B〕
𧩌	〔言子皿・UVMn・CJK-B〕
𧩍	〔言日{コ同又}人・UJBT・CJK-B〕
𧩎	〔言日{⼓同月}{两撇同彡}・UJWT・CJK-B〕
𧩏	〔二冖厂言・SYSU・CJK-B〕
𧩐	〔言{虎头同虎}人・UMTe・CJK-B〕
𧩑	〔言{逆折同乚}口月・UXLW・CJK-B〕
𧩒	〔言彡母・UTBm・CJK-B〕
𧩓	〔言{⼓同月}{两撇同彡}心・UWTY・CJK-B〕
𧩔	〔言广䒑十・UUUD・CJK-B〕
𧩕	〔言立女・UICv・CJK-B〕
𧩖	〔言丑丑・UBBc・CJK-B〕
𧩗	〔言工厂尢・UFSD・CJK-B〕
𧩘	〔言{顺折同乙}彡彡・UVTT・CJK-B〕
𧩙	〔言日一廴・UJFX・CJK-B〕
𧩚	〔言大水・UGKh・CJK-B〕
𧩛	〔言{⼓同月}日丂・UWJS・CJK-B〕
𧩜	〔言卄一木・USFF・CJK-B〕
𧩝	〔言龵月・UTWv・CJK-B〕
𧩞	〔耳又言・ABUa・CJK-B〕
𧩟	〔言八厶心・UTVY・CJK-B〕
𧩠	〔言几{丆同石}日・UQDJ・CJK-B〕
𧩡	〔言尚・UNsa・CJK-B〕
𧩢	〔言止匕口・UNRL・CJK-B〕
𧩣	〔言巛{囟框同向}乂・UVRW・CJK-B〕
𧩤	〔言面・UGia・CJK-B〕
𧩥	〔未夂言・HEUa・CJK-B〕
𧩦	〔言了口一・UVLF・CJK-B〕
𧩧	〔言广卄又・UUSB・CJK-B〕
𧩨	〔言亻{コ同又}矢・UEBQ・CJK-B〕
𧩩	〔言冖厂矢・UYSQ・CJK-B〕
𧩪	〔言{⼓同月}{两撇同彡}心・UWTY・CJK-B〕
𧩫	〔言大夕夕・UGRR・CJK-B〕
𧩬	〔言{丆同石}貝・UDMb・CJK-B〕
𧩭	〔言{右上}工月・USFW・CJK-B〕
𧩮	〔言宀火又・UOUB・CJK-B〕
𧩯	〔言广䒑{屮同凵}・UUUX・CJK-B〕
𧩰	〔言穴之・UPPc・CJK-B〕
𧩱	〔言尸䒑卄・UBUS・CJK-B〕
𧩲	〔言木口刂・UFLM・CJK-B〕
𧩳	〔言艹{丿一同竹}{乍下同卜}・USQM・CJK-B〕
𧩴	〔言尸匕木・UBRF・CJK-B〕
𧩵	〔言リ言・UUUa・CJK-B〕
𧩶	〔言丰刀大・UDBG・CJK-B〕
𧩷	〔言夕{顺折同乙}心・URVY・CJK-B〕
𧩸	〔言合卄・UYSo・CJK-B〕
𧩹	〔言方{丿一同竹}也・UOQC・CJK-B〕
𧩺	〔言彳艮・URVn・CJK-B〕
𧩻	〔言𡗗一大・UGFG・CJK-B〕
𧩼	〔言至夂・UHEh・CJK-B〕
𧩽	〔言亠〢子・UONV・CJK-B〕
𧩾	〔臣{⺮右同竹}言・SQUa・CJK-B〕
𧩿	〔言弓弓八・UVVT・CJK-B〕
𧪀	〔言己工工・UBFF・CJK-B〕
𧪁	〔言{丿一同竹}也辶・UQCP・CJK-B〕
𧪂	〔言{⼓同月}日子・UWJV・CJK-B〕
𧪃	〔言入言・URUa・CJK-B〕
𧪄	〔言亻言・UEUa・CJK-B〕
𧪅	〔言女又心・UCBY・CJK-B〕
𧪆	〔言艹丁口・USAL・CJK-B〕
𧪇	〔言大耳・UGAr・CJK-B〕
𧪈	〔言䒑月刂・UUWM・CJK-B〕
𧪉	〔言大亠𧘇・UGOR・CJK-B〕
𧪊	〔言卜口灬・UMLU・CJK-B〕
𧪋	〔言艹心丿・USYQ・CJK-B〕
𧪌	〔言卜彐龰・UMXN・CJK-B〕
𧪍	〔言日皿・UJMn・CJK-B〕
𧪎	〔言口虫・ULKv・CJK-B〕
𧪏	〔言田{畏下同匚}・UJGf・CJK-B〕
𧪐	〔言艹干丷・USHU・CJK-B〕
𧪑	〔言禾日・URJv・CJK-B〕
𧪒	〔言白水・UEKh・CJK-B〕
𧪓	〔言禺・UKya・CJK-B〕
𧪔	〔罒刀刀言・MBBU・CJK-B〕
𧪕	〔言尸二又・UBSB・CJK-B〕
𧪖	〔言戈工八・UGFT・CJK-B〕
𧪗	〔言千人凵・UWTX・CJK-B〕
𧪘	〔言羊工・UUFo・CJK-B〕
𧪙	〔言山禾刂・UJRM・CJK-B〕
𧪚	〔言山一䒑・UJFU・CJK-B〕
𧪛	〔言烏・UYwa・CJK-B〕
𧪜	〔言䒑{屮同凵}月・UUXW・CJK-B〕
𧪝	〔言禾丬匕・URUR・CJK-B〕
𧪞	〔言土厶皿・UHVM・CJK-B〕
𧪟	〔言罒水・UMKh・CJK-B〕
𧪠	〔言疒矢・UPQi・CJK-B〕
𧪡	〔言耂匕日・UHRJ・CJK-B〕
𧪢	〔言气米・UQPm・CJK-B〕
𧪣	〔言{顺折同乙}水灬・UVKU・CJK-B〕
𧪤	〔言{虎头同虎}夂・UMEh・CJK-B〕
𧪥	〔言{𠂆同斤}{虎头同虎}丁・UEMA・CJK-B〕
𧪦	〔言日羽・UJXu・CJK-B〕
𧪧	〔言匚{コ同又}{亞下}・UGBJ・CJK-B〕
𧪨	〔言馬・UDma・CJK-B〕
𧪩	〔言自心・UTYn・CJK-B〕
𧪪	〔言冂大皿・UKGM・CJK-B〕
𧪫	〔言{囟框同向}乂匕・URWR・CJK-B〕
𧪬	〔月言糸・WUBs・CJK-B〕
𧪭	〔言卯田・UTJt・CJK-B〕
𧪮	〔言艹大丂・USGS・CJK-B〕
𧪯	〔言口丄{コ同又}・ULKB・CJK-B〕
𧪰	〔羊工言・UFUa・CJK-B〕
𧪱	〔言{⼓同月}日丂・UWJS・CJK-B〕
𧪲	〔言𠂤辶・UYPo・CJK-B〕
𧪳	〔言{囟框同向}乂心・URWY・CJK-B〕
𧪴	〔言犭山王・URJG・CJK-B〕
𧪵	〔鬼言・WUau・CJK-B〕
𧪶	〔言忄十子・UYDV・CJK-B〕
𧪷	〔卄乂一斤・SWFE・CJK-B〕
𧪸	〔言卄一土・USFH・CJK-B〕
𧪹	〔言宀辛・UOOx・CJK-B〕
𧪺	〔言人一〢・UTFN・CJK-B〕
𧪻	〔言立立・UIIi・CJK-B〕
𧪼	〔言口貝・ULMb・CJK-B〕
𧪽	〔言丌䒑日・UAUJ・CJK-B〕
𧪾	〔言子丿糸・UVQB・CJK-B〕
𧪿	〔言{冓上同艹}冂土・USKH・CJK-B〕
𧫀	〔言亠火𧘇・UOUR・CJK-B〕
𧫁	〔言土口𧘇・UHLR・CJK-B〕
𧫂	〔言車子・UGVk・CJK-B〕
𧫃	〔龷八小言・STMU・CJK-B〕
𧫄	〔言{髟同長}・UHaa・CJK-B〕
𧫅	〔言{虎头同虎}手・UMTu・CJK-B〕
𧫆	〔言尚儿・UNQr・CJK-B〕
𧫇	〔言巛貝・UVMb・CJK-B〕
𧫈	〔言月合・UWYe・CJK-B〕
𧫉	〔言土土心・UHHY・CJK-B〕
𧫊	〔戈口一言・GLFU・CJK-B〕
𧫋	〔䒑{屮同凵}月言・UXWU・CJK-B〕
𧫌	〔言止月刂・UNWM・CJK-B〕
𧫍	〔言自王・UTGv・CJK-B〕
𧫎	〔言二欠心・USEY・CJK-B〕
𧫏	〔鬼言・WUau・CJK-B〕
𧫐	〔言厶龰月・UVNW・CJK-B〕
𧫑	〔言竹乃丶・UQVO・CJK-B〕
𧫒	〔言宀亠十・UOOD・CJK-B〕
𧫓	〔言鹵・UKla・CJK-B〕
𧫔	〔言非土・ULHv・CJK-B〕
𧫕	〔言{祭上同月}示・UWHs・CJK-B〕
𧫖	〔言田糸・UJBs・CJK-B〕
𧫗	〔言大乂乂・UGWW・CJK-B〕
𧫘	〔言儿言儿・UQUQ・CJK-B〕
𧫙	〔言立日儿・UIJQ・CJK-B〕
𧫚	〔言卄一巾・USFM・CJK-B〕
𧫛	〔言䒑土水・UUHK・CJK-B〕
𧫜	〔彐厶匚言・XVGU・CJK-B〕
𧫝	〔言{囟框同向}乂夂・URWE・CJK-B〕
𧫞	〔言尸雨・UBDy・CJK-B〕
𧫟	〔言隹{逆折同乚}大・UWXG・CJK-B〕
𧫠	〔言其土・UDHv・CJK-B〕
𧫡	〔言穴至・UPHk・CJK-B〕
𧫢	〔言亡月王・UUWG・CJK-B〕
𧫣	〔木口夂言・FLEU・CJK-B〕
𧫤	〔言日龷十・UJSD・CJK-B〕
𧫥	〔言广大电・UUGK・CJK-B〕
𧫦	〔匚矢殳言・GQQU・CJK-B〕
𧫧	〔言人丶酉・UTOG・CJK-B〕
𧫨	〔言广{屮同凵}目・UUXM・CJK-B〕
𧫩	〔言卄一入・USFR・CJK-B〕
𧫪	〔言{虎头同虎}{卬左同卯}人・UMTT・CJK-B〕
𧫫	〔言彐月殳・UXWQ・CJK-B〕
𧫬	〔キ八夂言・ATEU・CJK-B〕
𧫭	〔言大大日・UGGJ・CJK-B〕
𧫮	〔言尸丿干・UBQH・CJK-B〕
𧫯	〔丬匕广言・URUU・CJK-B〕
𧫰	〔言广一龰・UUFN・CJK-B〕
𧫱	〔言立早・UIJo・CJK-B〕
𧫲	〔言户〣〢・UINN・CJK-B〕
𧫳	〔言戊上小・UDKM・CJK-B〕
𧫴	〔言艹口龶・USLH・CJK-B〕
𧫵	〔言丷夫卄・UUGS・CJK-B〕
𧫶	〔言山人冊・UJTN・CJK-B〕
𧫷	〔木口欠言・FLEU・CJK-B〕
𧫸	〔言竹皮・UQVp・CJK-B〕
𧫹	〔冖厂八{マ同又}・YSTB・CJK-B〕
𧫺	〔言二欠皿・USEM・CJK-B〕
𧫻	〔言木口辶・UFLP・CJK-B〕
𧫼	〔言麻・UPaa・CJK-B〕
𧫽	〔言广卄火・UUSU・CJK-B〕
𧫾	〔言亠口尤・UOLD・CJK-B〕
𧫿	〔言彐工寸・UXFA・CJK-B〕
𧬀	〔言厶厶糸・UVVB・CJK-B〕
𧬁	〔言自二十・UTSD・CJK-B〕
𧬂	〔言力口貝・UXLM・CJK-B〕
𧬃	〔言止止止・UNNN・CJK-B〕
𧬄	〔言身矢・UWQi・CJK-B〕
𧬅	〔言尸耂日・UBHJ・CJK-B〕
𧬆	〔言羊䒑口・UUUL・CJK-B〕
𧬇	〔言士冖䒑・UHYU・CJK-B〕
𧬈	〔言合羽・UYXu・CJK-B〕
𧬉	〔日{屮同凵}凵言・JXXU・CJK-B〕
