a	把
pqqm	𤻷
pqqw	疾风
pqqx	𥤶
pqrf	疾風
pqrg	疯狂
pqrh	𱱩
pqrl	䊴
pqrq	複種
pqrw	疯狗
pqs	窕
pqsa	𭼳
pqsd	疾苦
pqsj	疫苗
pqsj	𮕭
pqsj	𰪮
pqsm	𤸨
pqso	𮇚
pqsq	闻风而逃
pqss	闻风而动
pqss	𤶃
pqss	𫋺
pqsu	𥼣
pqtf	複印
pqtj	刘禹锡
pqu	癣
pqua	䉿
pqua	𤵡
pqub	㽿
pqug	複試
pquo	𤵮
pqut	複診
pquu	複議
pqux	窊
pquy	𧙆
pqv	疙
pqvf	𮮎
pqvi	籺
pqvk	疯子
pqvl	疯了
pqvn	𫌃
pqvn	𲀳
pqw	疯
pqwd	𥩅
pqwf	𮕾
pqwi	𭼯
pqwk	複製
pqwy	𥺵
pqx	癤
pqxa	𤺭
pqxc	疾驰
pqxe	複習
pqxk	𧛳
pqxl	疾驶
pqxm	𬡦
pqxo	𧘵
pqxq	㾅
pqxx	癤
pqxx	𫃖
pqxy	𤷞
pqyc	𦫪
pqye	複合
pqye	𤺥
pqye	𧝡
pqye	𬖸
pqyh	疫情
pqyh	痴情
pqyi	痴心
pqyi	𢞱
pqyw	𮹂
pr	窗
pra	鄰
praa	甐
prac	𨞁
prad	𡰚
prad	𦧾
prae	斴
prae	𢿻
prah	裄
prah	𰪺
prai	鄰接
prai	𫜏
prak	麾下
pral	𬖨
pral	𬖿
pram	㔂
pram	䚏
pram	𩕔
prao	粦
prao	𥥤
prao	𥹮
prap	遴
prap	𣁣
prap	𥼨
prar	𪆞
pras	𤡩
prat	𥻋
prav	粼
prav	𠄈
prav	𥻘
prax	翷
prax	亃
pray	𢠴
prb	竄
prbd	鄰居
prbe	窗縫
prbf	竄紅
prbh	癥結
prbm	窗紗
prbt	窗紙
prbu	癙
prby	闻名遐迩
prc	痿
prca	𤹋
prcc	遴選
prcj	亦復如是
prcn	䆧
prcn	𫌂
prdc	鄰邦
prdf	𥧽
prdk	𤸭
prdv	𤻯
pref	窗体
prei	𤼏
prei	𲁈
prem	𧝩
prep	鄰近
prer	刘德华
prey	窻
prey	𧜢
prf	瘋
prfe	癥
prfg	癥
prfg	窗框
prfh	闻名于世
prfn	𭼼
prfn	𱱗
prfp	𤼄
prfq	癓
prfq	𤻏
prfq	𥼹
prft	𥨗
prfw	𩖣
prgd	𬡢
prgh	粉饰太平
prgn	痊
prgn	㾠
prgo	癡醉
prh	穈
prha	瘦長
prha	穈
prha	𧛶
prha	𱹑
prhb	𤵥
prhe	𥧾
prhh	𮫩
prhi	精衛填海
prhi	精衞填海
prhl	窗臺
prhm	竄到
prhm	癪
prhq	𥼹
prht	𰫄
prhw	癓
prhw	𧜹
pri	疕
prib	门外汉
prib	疕
prie	窗户
prie	窗戶
prin	𤺇
priy	𰳰
prja	𤹬
prjg	𤺸
prjm	𱹀
prjm	𱼯
prjr	黁
prjr	𩠾
prjr	𮇖
prjs	𫌈
prjt	文學界
prjx	𤺐
prk	穸
prkc	𭼛
prkm	斖
prkm	𮇣
prks	鄰里
prks	数得上
prkt	瘦肉
prkt	𤼈
prkt	𥩆
prku	𱡧
prl	襝
prlb	㿌
prlf	癡呆
prlm	𥽋
prlr	病從口入
prlt	𰣼
prlv	窗口
prlv	䊅
prlv	𮕿
prly	襝
prm	麾
prma	瘦小
prmd	痢
prmd	𥦉
prmd	𰪽
prmd	痢
prmk	窗體
prmm	鄰縣
prmm	粍
prmn	𨸃
prmo	𬮡
prmt	𥧑
prmu	𥨽
prmv	𬏹
prmw	瘦削
prmw	𬖹
prmx	𬔆
prn	瘦
prnb	𤵼
prnb	𫌆
prng	鄰國
prnm	𥹝
prnn	褷
prnn	㿅
prns	𫃈
prns	𬖩
prnx	𥥩
prny	𧙹
pro	鳼
proa	䳸
proa	䳸
prob	𤹷
prob	𥨝
prod	文學家
prod	鄰家
prog	𤷮
prog	𮤵
proi	鵉
proi	𪁂
prom	𪀿
proq	𥧈
pror	㿆
prou	病入膏肓
prow	鳼
prow	鴍
prox	窵
prox	鴪
proy	𧜣
prp	襖
prpd	瘋癲
prpg	𤺾
prpg	𥨩
prpm	窗帘
prpm	𥻒
prpm	𥼄
prpp	癡迷
prpq	痢疾
prpr	粼粼
prpt	痊癒
prpt	𥨡
prpw	瘋魔
prq	癡
prqe	窽
prqe	癁
prqe	𥨍
prqe	𮇼
prqe	𮖵
prqg	襖
prqg	𤺾
prqh	𤶣
prqh	𮖙
prqj	痜
prqk	𤻊
prqm	㿗
prqo	𥨥
prqr	阋
prqr	痜
prqr	䘽
prqr	𤵯
prqr	𤷅
prqs	𧝰
prqs	𧞄
prqu	窗簾
prr	疪
prre	㾬
prre	𥻄
prre	𧚻
prrg	瘋狂
prri	疪
prri	粃
prri	𥤻
prri	𧘱
prrk	痑
prrk	袳
prrk	𥧠
prrk	𥹠
prrk	𪎠
prrk	𱶻
prrm	窗外
prrm	𪎬
prrn	𤻤
prrp	𥼫
prrr	竁
prrr	𰚳
prrr	𲁄
prrs	𤼝
prrs	𧟒
prru	竄入
prru	𧟈
prrw	瘋狗
prsa	襷
prsd	𥧇
prse	窗花
prsj	𭼜
prst	襷
prst	𧞏
prsu	𰤋
prt	瘐
prte	𮖜
prte	瘐
prth	瘦长
prtk	𪎭
prtm	𤼊
prtn	瘲
prtn	䙕
prto	窗
prum	数得着
pruo	㾭
pruo	𥥿
pruo	𮖝
pruy	𬡂
prva	𧚘
prve	窗缝
prvf	𥨑
prvi	𪎛
prvi	𭼉
prvk	瘋子
prvk	窗子
prvk	瘦子
prvk	痵
prvl	瘋了
prvl	窗台
prvl	𤹇
prvm	窗纱
prvs	瘦弱
prvt	窗纸
prvy	𥧉
prvy	𰣸
prwb	𥨦
prwe	瘦身
prwk	𥨹
prwl	𰡪
prwm	𣁫
prwq	遴选
prwu	𤺎
prxi	𥦣
prxj	𰩇
prya	𮮉
pryb	𤵑
pryf	魔術師
pryh	癡情
pryi	癡心
ps	類
psa	褥
psab	類聚
psac	𤹘
psac	𱱘
psak	𬔋
psao	𤶪
psaw	類推
psax	突击
psb	袚
psbd	剷刀
psbf	突飛
psbh	𥧬
psbh	𧜶
psbi	𧞀
psbm	𧘢
psbo	袚
psbo	𤵬
psbo	𥥛
psbo	𥹔
psbu	㽹
psbu	粄
psbu	𤷌
psbu	𥦞
psbu	𧞫
psbv	突發
pscb	𬡞
pscg	迷魂陣
psch	迷魂阵
pscn	𤹴
pscr	產險
psct	剷除
pscx	產婦
pscx	䆠
psd	料
psdb	突起
psdd	空头支票
psdd	穿云裂石
psdd	穿云破雾
psdf	𰘑
psdg	瘔
psdh	𡔇
psdi	𧘞
psdi	𧘬
psdi	𫔯
psdi	𫿳
psdi	料
psdm	𩓉
psdm	類
psdq	突袭
psdu	𱹋
psdv	突破
psdw	產期
psdx	剷雪
psdx	𫃒
psdy	𫁜
psdy	𰒄
pse	痲
psea	痳
pseb	產假
psec	㾳
psed	產值
psee	𱍻
psef	粪便
psef	病原体
pseh	癱倒
psel	𥻓
psem	𥼻
psem	𲀻
pseo	𰴁
pser	糀
pser	𮖏
psew	𫿭
psex	類似
psf	癱
psfa	𮖳
psfb	粪桶
psfe	𣀱
psff	𥽒
psfk	𣀰
psfk	𤻠
psfk	𧟚
psfm	料想
psfm	㿃
psfm	𧜵
psfm	𧝫
psfn	𥻔
psfn	𫌕
psfn	𭼰
psfo	袏
psfo	𬏢
psfr	襔
psfr	䊟
psfs	類型
psfs	產權
psft	𰫋
psfu	𥽫
psfu	𧜿
psfu	𫿲
psfw	粝
psfw	䙃
psfy	𤹛
psgc	剷車
psgd	䙇
psgd	𤸂
psgd	𥻟
psge	癱軟
psgf	闭幕式
psgi	顏面
psgk	料理
psgl	產區
psgs	斋戒
psgs	𧜆
psgv	𤻰
psgx	突擊
pshb	麻黃素
pshb	麻黄素
pshc	產地
pshf	𧝵
pshj	𤻔
pshj	𮖺
pshl	𥻽
pshm	料到
pshm	𤻜
pshm	𧞔
psho	粪坑
psho	𬡵
pshr	𫃊
psht	剷土
psht	粪土
pshu	剷平
pshu	𥧳
pshv	襼
pshv	𭼸
pshw	突兀
pshw	粪堆
pshw	粪青
psic	粪池
psig	料酒
psii	闯荡江湖
psij	迷魂湯
psik	產油
psio	產房
psir	粗茶淡饭
psiu	𧟆
psiv	產婆
psiv	迷魂汤
psiw	突襲
psiy	粗茶淡飯
psj	弈
psjf	產量
psjf	𥼧
psjg	瘼
psjg	糢
psjg	𮖪
psjg	𲉆
psjk	𤻹
psjm	料峭
psjm	𥸭
psjm	𰪧
psjn	突显
psjo	𰩗
psjr	瘄
psjr	𥥣
psjr	𥹚
psjr	𥺮
psjr	𧛊
psjs	𤹳
psjs	𧞣
psjt	𰿹
psjt	文藝界
psjt	文艺界
psjt	𤸠
psjv	突顯
psjv	𬖦
psjx	𧝶
psk	糟
pskb	㽲
pske	裙帶關係
pskf	類同
pskg	䊔
pskg	𤸡
pskh	褠
pskh	𥧒
pskh	𥻰
pskj	褿
pskk	襺
pskk	𤼚
psks	糎
pskt	癀
pskt	䊣
pskt	𤻚
pskt	𧝒
pskt	𰿹
psku	糷
psku	襽
pskw	𤼑
pskw	𥽼
psky	癘
psky	闲云野鹤
psky	䊪
psky	𱾣
psle	𤼢
pslf	𤷉
pslf	𧛘
psll	料器
psll	產品
psll	变压器
pslr	𧜩
pslv	𧙗
pslw	類別
pslw	䙮
pslw	𤼐
pslx	類别
psm	襪
psme	𤔟
psmf	類目
psmg	𤼑
psmk	病原體
psmk	顏體
psmm	𤼁
psmn	𩱵
psmo	𤻻
psmo	𥽘
psmr	䙦
psmr	𤻟
psmv	𤵗
psmv	𧙛
psmv	𩱸
psn	裖
psna	突围
psnb	𭼏
psnc	突圍
psnd	料鬥
psng	𮖡
psnh	𥼢
psnh	𮸖
psni	𧙼
psnj	糟蹋
psns	𬎻
psnu	文藝圈
psnu	產業
psnu	文艺圈
psnv	袸
psnv	𤶐
psnx	䆣
psny	裖
psod	粀
psod	㽴
psod	𧘓
psof	料定
psog	斋主
psok	突审
psoq	突審
pspb	突变
pspb	𪯨
pspd	𮟇
pspe	糟粕
pspj	產糧
pspl	𥩓
psps	顏料
pspt	顏容
pspu	糟糕
pspu	𰫖
pspy	癱瘓
psq	突
psqb	𤴻
psqi	𤶥
psqm	襤
psqm	糮
psqm	䆾
psqm	𣁥
psqm	类
psqm	襤
psqn	𬮝
psqt	糒
psqt	𤸶
psqt	糒
psqw	𬡟
psqx	突
psr	斋
psra	𦓡
psrb	㾍
psrb	𲁇
psre	斋饭
psrj	𤼍
psrm	粫
psrn	癧
psrn	𥨻
psrn	𧞿
psro	鶟
psrr	類比
psrs	產科
psrv	糟透
psrv	產後
psry	袻
pss	瘠
pssd	料斗
psse	疳
psse	迷魂藥
psse	斋菜
psse	粓
psse	𤯌
pssf	𱹍
pssi	空蕩蕩
pssi	瘠薄
pssi	空荡荡
pssk	糲
pssk	𣀫
pssk	𧞵
pssl	𧛭
pssl	𲉃
pssm	𤼓
pssm	𧞝
pssm	𧟋
pssq	𰳹
pssr	糥
pssr	𮖲
psss	𧜒
psst	癀
psst	䊣
psst	𧝒
psst	突进
pssu	突厥
pssv	迷魂药
pst	顏
pstb	𥺯
pstc	𦫨
pstc	𲉁
pstd	粪
pstd	穽
pstd	粠
pstd	𢒶
pstd	𥥡
pstd	𬮢
pstd	𭼊
pstf	𥧣
pstf	𥻹
psth	𥻎
psth	𥼉
psti	彥
pstj	𭛛
pstj	𤹲
pstk	產自
pstl	𠷗
pstm	𩕝
pstm	𩠪
psto	產卵
pstp	遃
pstq	𪵏
pstr	𪃛
psts	𤼇
pstt	癱坐
pstv	𥀆
pstw	𠦳
psub	突變
psue	䙠
psue	𤺤
psuf	產床
psum	𤺗
psuo	𤺣
psuq	裙带关系
psuq	𱱝
psuq	𲀽
psus	產煤
psus	齐头并进
psuw	產前
psuw	𤶼
psv	闳
psvg	𫸲
psvi	𬡉
psvi	𰳵
psvk	襪子
psvk	料子
psvl	断头台
psvo	料及
psvp	𬨿
psvs	突飞
psvv	䆖
psvv	𤵄
psvw	產能
psw	產
pswb	𤻙
pswb	𧞤
pswc	粪肥
pswe	糤
pswe	𧝠
pswg	產生
pswi	𩀆
pswk	𬡙
pswl	䘠
pswl	𤵽
pswl	𧛩
pswl	𮇗
pswm	剷
pswm	剷
pswm	產銷
pswo	䘠
pswo	袚
pswo	𤵬
pswo	𥹔
pswp	突進
pswp	𬖶
psws	突然
pswt	𥼓
psww	產物
pswy	斋月
pswy	痏
pswy	䆜
pswy	𧙸
pswy	𫋸
psx	疬
psxb	突发
psxf	產牀
psxh	類書
psxh	糚
psxl	𱹐
psxm	𤷷
psxo	𰪫
psxx	突出
psxx	產出
psy	瘩
psya	𱊖
psyc	顏色
psyd	䙩
psyd	𱹦
psye	褡
psye	𨸉
psye	𰫇
psym	䙊
psyx	痨
psyx	𰪿
pt	容
pta	阍
ptab	齐聚
ptaf	疷
ptaf	袛
ptai	衹
ptai	疧
ptai	䉻
ptaj	痻
ptal	糗事
ptam	𧚓
ptao	摩擦
ptao	袛
ptao	疷
ptap	闪过
ptaq	摩托
ptar	齐耳
ptax	闪击
ptb	粉
ptbb	粉絲
ptbb	摩絲
ptbd	衯
ptbd	𤵇
ptbd	𥥄
ptbd	𪎕
ptbd	𰿪
ptbf	粉紅
ptbf	摩登
ptbg	𡙢
ptbk	容納
ptbk	𧏟
ptbl	闪避
ptbm	粉刷
ptbm	齐眉
ptbm	𩔫
ptbo	容忍
ptbq	𰫌
ptbs	𪪷
ptby	㥹
ptcf	粉嫩
ptco	瘋人院
ptco	疯人院
ptcy	𭢽
ptd	齐
ptdb	𤴭
ptdb	𤴮
ptdm	𬖍
ptdo	粉碎
ptdr	𥽃
ptdw	⻬
ptdx	容错码
ptdy	𧘋
pte	闪
pteb	粉白
ptef	粉彩
ptef	粉条
pteg	粉黛
ptej	齐备
ptem	𥸪
ptem	𬖌
pten	粉條
pten	𬮘
ptf	癒
ptfa	癟三
ptfa	瘪三
ptfb	㾉
ptfb	袊
ptfb	𥹕
ptfb	𫠂
ptfe	摩爾
ptfe	𤻍
ptff	齑
ptff	𤶠
ptff	𥥸
ptff	𥺌
ptff	𲀬
ptfg	文人相輕
ptfg	摩天
ptfh	文人相轻
ptfi	𧘒
ptfj	癐
ptfj	襘
ptfj	糩
ptfj	𤺠
ptfk	粉刺
ptfl	瘡
ptfl	𥻲
ptfl	𬡧
ptfl	𭼒
ptfl	齐整
ptfl	𧚼
ptfm	褕
ptfm	窬
ptfm	瘉
ptfm	𤺨
ptfm	䵉
ptfm	𰿵
ptfn	𤷔
ptfn	𥺽
ptfn	𧛈
ptfs	闪开
ptfv	衿
ptfv	𫔶
ptfv	𤴽
ptfv	𤷜
ptfv	𬮞
ptfx	𬏥
ptfy	𥺴
ptfy	𧛋
ptg	痊
ptgf	齐奏
ptgk	闪现
ptha	𤸌
ptha	𧛛
pthb	齐声
pthb	𪽪
pthd	粉墙
pthm	𰪭
pthn	窮途末路
pthn	穷途末路
ptho	粉末
pths	斎
ptht	𤵞
pti	衫
ptih	粉塵
ptim	摩挲
ptiq	容顔
ptiq	容颜
ptiw	彣
ptj	瘤
ptja	襣
ptja	𤻖
ptjf	容量
ptjf	剂量
ptjr	𤻼
ptjs	空谷幽蘭
ptjs	摩崖
ptjt	𥧥
ptjt	𪧗
ptjt	𮇶
ptju	空谷幽兰
ptjw	容易
ptkb	𬹳
ptkd	闪电
ptkh	粉蝶
ptkn	𰿮
ptkv	𣷖
ptky	𮕼
ptl	齑
ptla	㼸
ptlb	𪠮
ptld	𣘏
ptle	𣤄
ptlf	㮤
ptlh	𭏳
ptlj	齐唱
ptll	容器
ptll	𧯉
ptll	𰍢
ptll	𲂛
ptlm	𩔜
ptlq	痥
ptlq	裞
ptlq	𥹲
ptlq	裞
ptlr	病从口入
ptlr	𩘨
ptlr	𪃾
ptlt	彮
ptly	齐鸣
ptly	𪬛
ptm	剂
ptma	𤵲
ptma	𬏤
ptma	𰩈
ptmb	𤵠
ptmb	𮚁
ptmd	𠠒
ptmh	闪光
ptmh	闪耀
ptmh	粉尘
ptmn	𱌘
ptmt	𫾝
ptmu	𧞌
ptmx	窌
ptn	痈
ptng	齐国
ptnh	粉墨
ptnm	齐步
ptno	文人墨客
ptnv	𤸐
ptnx	𥥝
pto	瘡
ptob	袖手旁观
ptob	袊
ptob	㾉
ptob	𥥋
ptob	𥹕
ptob	𫠂
ptoe	闪客
ptoe	齐放
ptof	痴人说梦
ptok	容让
ptol	闪亮
ptol	𥻲
ptol	𬡧
ptol	𭼒
ptom	𤺨
ptoq	容许
ptor	𧛄
ptor	𱌙
ptos	袖手旁觀
ptou	粉劑
ptov	衿
ptov	𤴽
ptov	𤷜
ptov	𬮞
ptox	𤻁
ptox	𥼺
ptoy	𥺴
ptoy	𧛋
ptpc	瘡疤
ptpc	疮疤
ptpm	痈疽
ptpm	𥸺
ptpq	问长问短
ptps	容顏
ptpt	痊癒
ptpt	闪闪
ptpt	粉剂
ptpt	齑粉
ptpt	齐齐
ptpv	𥼝
ptqe	迷途知返
ptqg	闪失
ptqj	齐鲁
ptqr	粉笔
ptqs	迷途知返
ptqx	粉筆
ptrh	容積
ptrh	類人猿
ptrh	类人猿
ptrh	𤼀
ptrh	𫁏
ptrj	容得
ptrl	容积
ptrl	齐名
ptrq	粉饰
pts	糗
ptsd	𤺃
ptse	斉
ptse	⻫
ptsi	裣
ptsj	窩邊草
ptsk	𤵕
ptsm	剤
ptsn	闪存
ptsq	𰿸
ptsu	空手而归
ptsv	闪动
ptsv	𤶊
ptsv	𫋻
ptsv	𱸾
ptsy	空手而歸
ptt	裕
pttd	疥
pttd	衸
ptte	疭
pttf	粉領
pttf	痊愈
pttf	襳
pttf	䊱
pttf	𤼋
pttf	𭣒
pttg	齐全
ptth	痤
ptth	䦷
ptth	𥦊
ptth	𮖉
ptti	疹
ptti	袗
ptti	𮇏
pttj	容留
pttj	𤻣
pttj	𥼪
pttj	𰤄
pttn	癟
ptto	粉領
ptto	粉领
pttr	瘪
ptts	容错
pttt	𬮥
pttw	𧜲
pttx	𤷽
ptu	摩
ptua	𪎚
ptua	摩
ptuc	粉妆
ptud	𥩑
ptug	癬
ptug	䇁
ptui	挛
ptuo	容讓
ptuo	𱌗
ptuq	容許
ptuq	摩託
ptuq	𥩎
ptus	癡人説夢
ptus	痴人説夢
ptus	癡人說夢
ptus	痴人說夢
ptus	粉状
ptut	空手道
ptut	粉底
ptut	闪烁
ptuw	𰓉
ptux	𥤺
ptv	疮
ptvf	粉红
ptvk	容纳
ptvp	粉皮
ptvv	粉丝
ptvv	穿针引线
ptvv	摩丝
ptvv	衳
ptvv	𮮊
ptvw	𤷥
ptvx	𤹗
ptvx	𧛹
ptvy	䙂
ptvy	𫃄
ptwd	齐腰
ptwe	容身
ptwe	闪身
ptwf	齐集
ptwj	粉腸
ptws	容錯
ptwv	粉肠
ptwy	𤵏
ptxb	齐发
ptxc	粉妝
ptxf	裫
ptxh	粉牆
ptxj	𥸾
ptxs	粉狀
ptxx	闪出
pty	瘜
ptyb	𤹿
ptyc	粉色
ptye	容貌
ptye	癒合
ptyg	𤻦
ptyi	齐心
ptyi	瘜
ptym	粉盒
ptym	摩尔
ptyn	㿜
ptyq	粉飾
ptyw	𩵳
pu	糖
pua	訚
puaa	䜆
puab	𤶘
puan	摩拳擦掌
puao	袢
puao	䉽
puar	阅批
puaw	𣁎
pub	癵
pubb	𤼙
pubb	𥽸
pubc	𬖱
pubd	𧟗
pubk	糖尿
pubk	𥾃
publ	𧝨
pubr	空前絶後
pubr	空前絕後
pubt	糖紙
pubt	癵
pubt	癴
pubu	𤶌
puby	𤼣
puck	𱶴
pucl	阙如
puco	療養院
puco	疗养院
pud	邃
pudg	𥺨
pudi	㾵
pudi	𥹎
pudi	𱱏
pudo	闲言碎语
pudo	闪烁其词
pudp	襚
pudp	𤻄
pudr	闪烁其辞
puds	𤸉
puds	𥻖
puef	阅兵
pueg	褲袋
pueg	裤袋
puem	𱸳
puet	褲兜
puet	裤兜
puf	瘥
pufa	痰盂
pufl	𤻭
pufl	𥧸
pufm	𬡔
pufo	阐述
pufo	褨
pufp	精益求精
pug	褲
pugb	痒
pugd	𬮦
pugh	𱱜
pugj	𮇺
pugk	𤹤
pugl	𤺦
pugo	𤸈
pugs	糖醋
pugt	𤸜
pugv	癢
pugv	裷
pugv	䊎
pugv	𤷄
pugw	𦍢
pugx	𥥵
pugy	𬡘
puh	糕
puhb	𬖱
puhb	糖块
puhc	裤
puhe	𥻕
puhe	𱷁
puhf	瘥
puhf	褨
puhg	𥻙
puhi	阅世
puhj	䊰
puhk	𰴄
puhl	𤺪
puhl	𮖯
puhm	𤹺
puhm	𥼎
puhm	𧜡
puho	𥺁
puht	粧
puht	𥹿
puhu	窯
puhu	𤹂
puhu	𫌉
puhw	糖塊
puhy	𭼞
puhy	𱹘
puik	窯洞
puj	阐
pujd	瘅
pujf	糖果
pujg	𧝧
pujj	䆵
pujj	䙢
pujj	𤺧
pujj	𰫓
pujj	𰿼
pujw	阐明
pukr	𤹽
pukt	𤹽
pukv	糖水
pul	阅
pulq	𤼘
pulq	裞
pulq	痥
pulq	𥹲
pulq	裞
puly	𥧁
pum	襒
pume	襒
pume	𤺓
pumf	𤷐
pumf	𧝙
puml	糕点
puml	𥺦
pumt	䘷
pumt	𤷗
punb	精誠團結
punj	𫌑
punm	糕點
punq	阅览
puo	疢
puoa	𪎖
puod	阅读
puoe	𰞀
puoi	𭴢
puon	𬮟
puor	糖衣
puox	𬔇
puoy	糖蜜
puoy	𤇷
pupc	糍粑
pupd	𰫎
pupd	𲁁
pupg	糖类
puph	糖精
pups	糖類
pupu	癢癢
pupu	痒痒
puqm	𧙮
puqo	褲管
puqo	裤管
puqp	阐释
pur	褙
puri	𮤱
puri	𱱍
purk	𰫊
purr	糠秕
purr	䊌
purs	𤹢
purt	䙫
purw	糖稀
purw	𰫂
pury	裡應外合
pus	褯
puse	糖原
puse	𱶳
pusf	𲁂
pusg	𨸈
pusj	𧚭
pusj	𮇛
puso	门庭若市
puss	糖苷
pust	䊯
pusu	𥼌
pusu	𧜥
pusx	阅历
putb	糖分
putm	𤸸
putn	闭关锁国
puto	闭关自守
putp	𥽌
puu	痰
puug	阅卷
puug	𤼘
puug	𧞆
puul	㿘
puul	𤺪
puul	𮖯
puum	𤸹
puum	𰪩
puuo	裧
puuo	䆦
puuo	䊏
puur	㿘
puur	糖浆
puut	摩羯座
puut	𤻑
puut	𧞋
puux	癆
puux	𫃑
puv	糍
puve	空前绝后
puvk	褲子
puvk	裤子
puvm	𥺩
puvp	𰻝
puvp	𰻞
puvq	𥺀
puvq	𬡜
puvt	糖纸
puvv	𧛏
puvv	𮇋
puvy	𫃕
puwa	𫌗
puwd	褲腰
puwd	裤腰
puwd	𥼊
puwh	裤脚
puwl	𬔓
puwm	糋
puwn	𨸁
puws	糖罐
puwt	褲腳
puwv	褲腿
puwv	裤腿
puwx	𥤩
puwy	𰣰
pux	糠
puxb	阐发
puxe	阙
puxe	瘚
puxk	䆲
puxl	𮖩
puxl	𲉅
puxl	糖
puxn	𱱱
puxp	𱹧
puxt	㾾
puxt	𥺧
puxt	𥻧
puxt	𮖨
puxw	糖漿
puxw	𣁠
puxw	𥧱
puxw	𫃍
puxw	𮸘
puye	𮇰
puyy	𥨭
pv	痕
pva	阚
pvab	疓
pvac	𤶸
pvac	𮖍
pvad	穹頂
pvad	穹顶
pvae	䆻
pvae	𤺍
pvae	𥼲
pvaf	被捕
pvag	被拒
pvak	弯下
pval	被扣
pval	摩纳哥
pvay	𧘌
pvay	𤼉
pvbd	弯刀
pvbd	𱱑
pvbm	弯眉
pvd	籸
pvdi	籸
pvdm	𬖾
pvdr	被覆
pvee	被俘
pveh	窮鄉僻壤
pveh	穷乡僻壤
pvej	疲惫
pvem	𰐡
pvep	被迫
pveq	疗伤
pver	𪄑
pves	疲憊
pveu	疲倦
pvey	被愛
pvey	被爱
pvfa	疲于
pvff	𬡩
pvfj	𧟂
pvfl	𤺜
pvfl	𧙈
pvfn	变幻无常
pvfn	𡩞
pvfv	梥
pvfv	𧙤
pvg	穹
pvga	𪎔
pvgb	𥥺
pvge	痠軟
pvge	疲軟
pvgf	𫌄
pvgh	被套
pvgi	弯
pvgm	𥸲
pvgt	瘆
pvgt	糁
pvgt	𰴂
pvgy	𧘏
pvha	瘬
pvhe	疲软
pvia	𬼳
pvib	𤴥
pvie	𬼛
pvih	疗法
pvii	亪
pvim	㐘
pvim	𬖋
pviv	疗治
pviw	㐎
pvix	穵
pvjb	疲累
pvjf	窼
pvjs	𤶆
pvjt	𭻭
pvjt	𮖓
pvjt	𰴅
pvk	籽
pvkb	𤴳
pvkc	𧚴
pvki	孪
pvkj	疲沓
pvkn	𨸀
pvks	弯曲
pvku	𤸲
pvkw	斈
pvkx	䘶
pvkx	𥤪
pvl	疗
pvlc	𧜇
pvld	𤻾
pvlf	𤷉
pvlf	𧛘
pvlk	襁
pvlk	糨
pvlk	糨
pvll	被單
pvll	补给品
pvlm	𭼺
pvlv	㾂
pvlv	𤶂
pvlv	𥹋
pvlw	癰
pvlx	𥤣
pvly	𧘈
pvly	𤸊
pvmc	𲎦
pvmm	被罩
pvmn	疲睏
pvmn	𤷪
pvmn	𥺬
pvmo	被罚
pvmu	被罰
pvn	裉
pvnb	𧞪
pvne	弯路
pvnf	疲困
pvnm	𪽯
pvnm	𮇜
pvnm	𱲙
pvnm	𱲝
pvnn	𨸄
pvnn	𤹻
pvnp	痕跡
pvns	粌
pvns	㽼
pvns	䘟
pvnw	糈
pvnw	𤸀
pvo	麼
pvod	被害
pvod	衱
pvod	㽺
pvod	𱶰
pvoh	被害
pvoq	被窩
pvot	疲於
pvot	疗效
pvp	疲
pvpb	痠痛
pvpd	褪
pvpd	糨糊
pvpd	㾼
pvpe	襁褓
pvpi	籽粒
pvpl	被窝
pvpm	癰疽
pvpm	𥹖
pvpn	被窩
pvpp	痕迹
pvpq	窈窕
pvps	被褥
pvqe	痠
pvqe	𧚉
pvqg	被動
pvqi	𤶗
pvqo	弯管
pvqp	疲乏
pvqp	𨷿
pvqq	断线风筝
pvqr	䆓
pvqr	𤵔
pvqr	𮕯
pvqu	𪽵
pvqw	㿈
pvrl	疗程
pvrs	突飞猛进
pvrw	癩皮狗
pvrw	癞皮狗
pvrw	𤷻
pvsi	变幻莫测
pvsj	𥹇
pvsj	𫔰
pvss	糑
pvsv	被动
pvsy	疲劳
pvt	痠
pvtd	疿
pvtd	𣁃
pvtd	𧙂
pvtd	𱶵
pvte	𧚉
pvti	疡
pvtm	䊧
pvtm	𤺕
pvtm	𧝇
pvtm	𱲗
pvtw	弯钩
pvua	闯红灯
pvug	疗养
pvuj	被单
pvuo	𭼍
pvus	離鄉背井
pvus	离乡背井
pvus	弯度
pvuu	疲勞
pvuu	离经叛道
pvv	糝
pvvf	𤹅
pvvi	𥥆
pvvi	𬏠
pvvk	襁
pvvk	糨
pvvk	糨
pvvk	被子
pvvk	弯子
pvvk	襁
pvvm	𤹮
pvvm	𬖎
pvvn	𥹼
pvvo	𤺑
pvvs	疲弱
pvvt	糝
pvvt	瘮
pvvt	襂
pvvt	𥼘
pvvt	𧛴
pvvt	𧝞
pvvu	𤹎
pvvv	断子绝孙
pvvv	𤸦
pvvv	𥥈
pvvw	𤸾
pvvx	㝐
pvvx	𥽖
pvvx	𭼧
pvvy	文绉绉
pvvy	𤹏
pvw	褦
pvwd	弯腰
pvwf	被殺
pvwf	被杀
pvwg	孪生
pvwl	被告
pvwo	𱱢
pvwr	褦
pvwr	𤹍
