char,division,code,region
𤋒,丰卜口灬,DMLU,CJK-B
𤋓,火大日又,UGJB,CJK-B
𤋔,士口艹火,HLSU,CJK-B
𤋕,耳大灬,AGUi,CJK-B
𤋖,火至夂,UHEh,CJK-B
𤋗,日月口火,JWLU,CJK-B
𤋘,火田心,UJYv,CJK-B
𤋙,火艹田,USJi,CJK-B
𤋚,口尸丶火,LBOU,CJK-B
𤋛,火虎石,UMDv,CJK-B
𤋜,日刀口火,JBLU,CJK-B
𤋝,月匚又火,WGBU,CJK-B
𤋞,白毛灬,ERUi,CJK-B
𤋟,火竹日夂,UQJE,CJK-B
𤋠,火爪罒,UEMw,CJK-B
𤋡,火白一大,UEFG,CJK-B
𤋢,火糸月丶,UBWO,CJK-B
𤋣,冖彐犬灬,YXSU,CJK-B
𤋤,月口毛灬,WLRU,CJK-B
𤋥,月口夂灬,WLEU,CJK-B
𤋦,禾火灬,RUUi,CJK-B
𤋧,月卜口灬,WMLU,CJK-B
𤋨,火𠂇工十,USFD,CJK-B
𤋩,火小冖文,UMYP,CJK-B
𤋪,火日屮屮,UJXX,CJK-B
𤋫,火山山山,UJJJ,CJK-B
𤋬,火山山夂,UJJE,CJK-B
𤋭,火禾日,URJv,CJK-B
𤋮,臣巳灬,SXUi,CJK-B
𤋯,大丷日灬,GUJU,CJK-B
𤋰,甲二力灬,KSXU,CJK-B
𤋱,丿車一灬,QGFU,CJK-B
𤋲,火艹一人,USFT,CJK-B
𤋳,冖囗人火,YNTU,CJK-B
𤋴,巛歹刂火,VDMU,CJK-B
𤋵,火彳土寸,URHA,CJK-B
𤋶,火艹人又,USTB,CJK-B
𤋷,火𡗗一大,UGFG,CJK-B
𤋸,火丰刀大,UDBG,CJK-B
𤋹,火木古,UFDg,CJK-B
𤋺,火卜貝,UMMi,CJK-B
𤋻,火氵斤𧘇,UIEW,CJK-B
𤋼,火艹古,USDg,CJK-B
𤋽,火田人八,UJTT,CJK-B
𤋾,火立日,UIJv,CJK-B
𤋿,火艹屮屮,USXX,CJK-B
𤌀,火冖彐心,UYXY,CJK-B
𤌁,火爪冂土,UEKH,CJK-B
𤌂,火彐丨刀,UXMB,CJK-B
𤌃,火𠂇工月,USFW,CJK-B
𤌄,火土日,UHJv,CJK-B
𤌅,火阝夂扌,UCEA,CJK-B
𤌆,火尸至,UBHk,CJK-B
𤌇,匚丨口火,GMLU,CJK-B
𤌈,亻夂田灬,EEJU,CJK-B
𤌉,月屮月灬,WXWU,CJK-B
𤌊,宀辛灬,OOUi,CJK-B
𤌋,火鬼,UWuo,CJK-B
𤌌,火火冖八,UUYT,CJK-B
𤌍,火冖隹,UYWi,CJK-B
𤌎,二門火,SKUo,CJK-B
𤌏,火八厶羽,UTVX,CJK-B
𤌐,火又囗十,UBND,CJK-B
𤌑,臼幺一火,RCFU,CJK-B
𤌒,火罒土土,UMHH,CJK-B
𤌓,火二日木,USJF,CJK-B
𤌔,冂人人灬,KTTU,CJK-B
𤌕,火𠂇口口,USLL,CJK-B
𤌖,火田母,UJBm,CJK-B
𤌗,火罒一止,UMFN,CJK-B
𤌘,火十冖糸,UDYB,CJK-B
𤌙,火日羽,UJXu,CJK-B
𤌚,火艹囗口,USNL,CJK-B
𤌛,火彐扌刀,UXAB,CJK-B
𤌜,火火一人,UUFT,CJK-B
𤌝,月巾月灬,WMWU,CJK-B
𤌞,二隹灬,SWUi,CJK-B
𤌟,火火米,UUPm,CJK-B
𤌠,火火夕扌,UURA,CJK-B
𤌡,火火冖夭,UUYE,CJK-B
𤌢,火而火,USUo,CJK-B
𤌣,火西木,UDFv,CJK-B
𤌤,火石目夂,UDME,CJK-B
𤌥,火大丷电,UGUK,CJK-B
𤌦,火一口丅,UFLA,CJK-B
𤌧,火又又木,UBBF,CJK-B
𤌨,尸毛子火,BRBU,CJK-B
𤌩,長灬,HUia,CJK-B
𤌪,火西火,UDUo,CJK-B
𤌫,火士冖石,UHYD,CJK-B
𤌬,火馬,USmo,CJK-B
𤌭,火十且八,UDMT,CJK-B
𤌮,乚日匚火,XJGU,CJK-B
𤌯,火月丷大,UWUG,CJK-B
𤌰,火日一丨,UJFM,CJK-B
𤌱,火日艹八,UJST,CJK-B
𤌲,彐上田灬,XKJU,CJK-B
𤌳,火爪幺大,UECG,CJK-B
𤌴,火夕扌木,URAF,CJK-B
𤌵,火爪亻一,UEEF,CJK-B
𤌶,火厶月匕,UVWR,CJK-B
𤌷,火土土心,UHHY,CJK-B
𤌸,火艹早,USJo,CJK-B
𤌹,十早人火,DJTU,CJK-B
𤌺,止舟火,NQUo,CJK-B
𤌻,火口丨口,ULML,CJK-B
𤌼,火自王,UTGv,CJK-B
𤌽,月屮月火,WXWU,CJK-B
𤌾,高火,PUog,CJK-B
𤌿,火疒矢,UPQi,CJK-B
𤍀,火火向,UURg,CJK-B
𤍁,乂木殳灬,WFQU,CJK-B
𤍂,來力灬,DXUi,CJK-B
𤍃,火氵竹母,UIQB,CJK-B
𤍄,火礻且,UUMq,CJK-B
𤍅,火歹刂灬,UDMU,CJK-B
𤍆,火車兀,UGHw,CJK-B
𤍇,火辰寸,USAc,CJK-B
𤍈,火山一丷,UJFU,CJK-B
𤍉,火山言,UJUv,CJK-B
𤍊,火龶糸,UHBv,CJK-B
𤍋,言竹乙灬,UQVU,CJK-B
𤍌,士尸彐火,HBXU,CJK-B
𤍍,亠艹一灬,OSFU,CJK-B
𤍎,火丶彐阝,UOXC,CJK-B
𤍏,火丷幺幺,UUCC,CJK-B
𤍐,扌隹火,AWUo,CJK-B
𤍑,火糸夂二,UBES,CJK-B
𤍒,火巛日木,UVJF,CJK-B
𤍓,甲二予火,KSCU,CJK-B
𤍔,火火冖口,UUYL,CJK-B
𤍕,木酉火,FGUo,CJK-B
𤍖,火車斤,UGEi,CJK-B
𤍗,火十冖夂,UDYE,CJK-B
𤍘,宀一兀火,OFHU,CJK-B
𤍙,月火干火,WUHU,CJK-B
𤍚,火罒屮屮,UMXX,CJK-B
𤍛,火丷十又,UUDB,CJK-B
𤍜,火厶厶彡,UVVT,CJK-B
𤍝,火又米,UBPm,CJK-B
𤍞,火艹艹一,USSF,CJK-B
𤍟,西示灬,DHUi,CJK-B
𤍠,土丷十灬,HUDU,CJK-B
𤍡,火丿七人,UQAT,CJK-B
𤍢,火火火土,UUUH,CJK-B
𤍣,火方方土,UOOH,CJK-B
𤍤,火立早,UIJo,CJK-B
𤍥,臣月口灬,SWLU,CJK-B
𤍦,火户口月,UOLW,CJK-B
𤍧,火火冖亠,UUYO,CJK-B
𤍨,亠口子火,OLBU,CJK-B
𤍩,火火冖立,UUYI,CJK-B
𤍪,火亠口阝,UOLC,CJK-B
𤍫,土隹灬,HWUi,CJK-B
𤍬,火十戈丷,UDGU,CJK-B
𤍭,火西乙水,UDVK,CJK-B
𤍮,夫見火,GMUo,CJK-B
𤍯,火十早乙,UDJV,CJK-B
𤍰,西艹二灬,DSSU,CJK-B
𤍱,雨彐灬,DXUi,CJK-B
𤍲,火口口心,ULLY,CJK-B
𤍳,小隹灬,MWUi,CJK-B
𤍴,火日辰,UJSn,CJK-B
𤍵,爿月寸火,XWAU,CJK-B
𤍶,火田糸,UJBv,CJK-B
𤍷,火足日,UNJv,CJK-B
𤍸,火竹口口,UQLL,CJK-B
𤍹,冖彐牛灬,YXWU,CJK-B
𤍺,火人人丂,UTTS,CJK-B
𤍻,女丷彐灬,CUXU,CJK-B
𤍼,火合冊,UYNc,CJK-B
𤍽,土八土火,HTHU,CJK-B
𤍾,木木大火,FFGU,CJK-B
𤍿,火車寸,UGAc,CJK-B
𤎀,〢丷丷火,NUUU,CJK-B
𤎁,巛石日火,VDJU,CJK-B
𤎂,面力灬,GXUi,CJK-B
𤎃,火土土石,UHHD,CJK-B
𤎄,火一止灬,UFNU,CJK-B
𤎅,士方夂火,HOEU,CJK-B
𤎆,火卜囗土,UMNH,CJK-B
𤎇,彳土土火,RHHU,CJK-B
𤎈,火冖冂丶,UYKO,CJK-B
𤎉,立丿彐灬,IQXU,CJK-B
𤎊,火火木口,UUFL,CJK-B
𤎋,火羽大十,UXGD,CJK-B
𤎌,火尚土,UNHv,CJK-B
𤎍,火囗戈一,UNGF,CJK-B
𤎎,火麻,UPao,CJK-B
𤎏,火皿人人,UMTT,CJK-B
𤎐,火匚艹口,UGSL,CJK-B
𤎑,火向乂夂,URWE,CJK-B
𤎒,火土丷丶,UHUO,CJK-B
𤎓,龶月彐火,HWXU,CJK-B
𤎔,火丷土水,UUHK,CJK-B
𤎕,火丿米心,UQPY,CJK-B
𤎖,火广彐水,UUXK,CJK-B
𤎗,艹厂月灬,SSWU,CJK-B
𤎘,刀日一灬,BJFU,CJK-B
𤎙,火匕日甲,URJK,CJK-B
𤎚,山火日火,JUJU,CJK-B
𤎛,火氵爪壬,UIEE,CJK-B
𤎜,火丶彐月,UOXW,CJK-B
𤎝,厂亻隹灬,SEWU,CJK-B
𤎞,火巛冂扌,UVKA,CJK-B
𤎟,宀西土火,ODHU,CJK-B
𤎠,火止止止,UNNN,CJK-B
𤎡,月火冖臼,WUYR,CJK-B
𤎢,月火火火,WUUU,CJK-B
𤎣,火艹大电,USGK,CJK-B
𤎤,火火冖丿,UUYQ,CJK-B
𤎥,白巾火火,EMUU,CJK-B
𤎦,乂𠂇月灬,WSWU,CJK-B
𤎧,弓工工火,VFFU,CJK-B
𤎨,丷巾八火,UMTU,CJK-B
𤎩,阝丷豕火,CUDU,CJK-B
𤎪,土一口火,HFLU,CJK-B
𤎫,火火艹火,UUSU,CJK-B
𤎬,火丷屮又,UUXB,CJK-B
𤎭,火火亠口,UUOL,CJK-B
𤎮,土八土火,HTHU,CJK-B
𤎯,丷日丷火,UJUU,CJK-B
𤎰,丷日丷灬,UJUU,CJK-B
𤎱,火隹冂,UWKg,CJK-B
𤎲,火日一二,UJFS,CJK-B
𤎳,火人人日,UTTJ,CJK-B
𤎴,止舟刀灬,NQBU,CJK-B
𤎵,止舟刀火,NQBU,CJK-B
𤎶,火爪{爲下},UEYw,CJK-B
𤎷,立戈日火,IGJU,CJK-B
𤎸,屮〢火火,XNUU,CJK-B
𤎹,丬臣巳灬,USXU,CJK-B
𤎺,火夫夫贝,UGGK,CJK-B
𤎻,火艹彐八,USXT,CJK-B
𤎼,亠口小火,OLMU,CJK-B
𤎽,火母十貝,UBDM,CJK-B
𤎾,巛石日火,VDJU,CJK-B
𤎿,士口士灬,HLHU,CJK-B
𤏀,亻人人火,ETTU,CJK-B
𤏁,氵臣己灬,ISBU,CJK-B
𤏂,火亠口灬,UOLU,CJK-B
𤏃,火火大口,UUGL,CJK-B
𤏄,氵丷月灬,IUWU,CJK-B
𤏅,亠口小灬,OLMU,CJK-B
𤏆,火丰夂木,UDEF,CJK-B
𤏇,木宀示灬,FOHU,CJK-B
𤏈,火士冖丷,UHYU,CJK-B
𤏉,火走乙口,UDVL,CJK-B
𤏊,艹一口灬,SFLU,CJK-B
𤏋,火又弓殳,UBVQ,CJK-B
𤏌,火耳又火,UABU,CJK-B
𤏍,土丿車火,HQGU,CJK-B
𤏎,火土土土,UHHH,CJK-B
𤏏,火田辰,UJSn,CJK-B
𤏐,火門日,UKJv,CJK-B
𤏑,火艹丿丨,USQM,CJK-B
𤏒,日日火火,JJUU,CJK-B
𤏓,火向丿丂,URQS,CJK-B
𤏔,火白牛口,UEWL,CJK-B
𤏕,巛冂口火,VKLU,CJK-B
𤏖,火夫夫日,UGGJ,CJK-B
𤏗,火木木木,UFFF,CJK-B
𤏘,火戈口心,UGLY,CJK-B
𤏙,火而而,USSe,CJK-B
𤏚,火厂亻隹,USEW,CJK-B
𤏛,亻艹丿火,ESQU,CJK-B
𤏜,爪{爲下}火,EYUo,CJK-B
𤏝,月火土土,WUHH,CJK-B
𤏞,火火夕巛,UURV,CJK-B
𤏟,火厶厶丶,UVVO,CJK-B
𤏠,夫竹艹灬,GQSU,CJK-B
𤏡,木冂木火,FKFU,CJK-B
𤏢,火阝丷豕,UCUD,CJK-B
𤏣,火言斤丶,UUEO,CJK-B
𤏤,禾乂𠂇灬,RWSU,CJK-B
𤏥,火亻冖隹,UEYW,CJK-B
𤏦,火丰刀糸,UDBB,CJK-B
𤏧,火竹合,UQYe,CJK-B
𤏨,火禾乂巾,URWM,CJK-B
𤏩,口貝力灬,LMXU,CJK-B
𤏪,火火火力,UUUX,CJK-B
𤏫,火竹彐扌,UQXA,CJK-B
𤏬,火人丶刂,UTOM,CJK-B
𤏭,火火冖臼,UUYR,CJK-B
𤏮,火尚夂,UNEh,CJK-B
𤏯,火弓囗土,UVNH,CJK-B
𤏰,火丷巾夂,UUME,CJK-B
𤏱,火艹耳又,USAB,CJK-B
𤏲,火羊目,UUMv,CJK-B
𤏳,火口上貝,ULKM,CJK-B
𤏴,士口丷火,HLUU,CJK-B
𤏵,火罒大十,UMGD,CJK-B
𤏶,火鹿匕,UIRi,CJK-B
𤏷,冖木木火,YFFU,CJK-B
𤏸,火艹土日,USHJ,CJK-B
𤏹,亻艹月灬,ESWU,CJK-B
𤏺,屮屮方灬,XXOU,CJK-B
𤏻,火辛火又,UOUB,CJK-B
𤏼,食壬火,YEUo,CJK-B
𤏽,火丷土辛,UUHO,CJK-B
𤏾,火一艹酉,UFSG,CJK-B
𤏿,臣又目火,SBMU,CJK-B
𤐀,火三田田,UFJJ,CJK-B
𤐁,罒丨厂火,MMSU,CJK-B
𤐂,革二力灬,GSXU,CJK-B
𤐃,火冖用牛,UYTW,CJK-B
𤐄,火丷月灬,UUWU,CJK-B
𤐅,二鹿灬,SIUi,CJK-B
𤐆,火彐丿羊,UXQU,CJK-B
𤐇,火雨电,UDKd,CJK-B
𤐈,土竹黑火,HQNU,CJK-B
𤐉,火戊一心,UDFY,CJK-B
𤐊,火雨月巳,UDWX,CJK-B
𤐋,火罒月米,UMWP,CJK-B
𤐌,火艹世木,USHF,CJK-B
𤐍,罒工目灬,MFMU,CJK-B
𤐎,火竹丶日,UQOJ,CJK-B
𤐏,禾白己火,REBU,CJK-B
𤐐,火冖厂言,UYSU,CJK-B
𤐑,火冖彐灬,UYXU,CJK-B
𤐒,火戈戈皿,UGGM,CJK-B
𤐓,火氵爪大,UIEG,CJK-B
𤐔,火火日龰,UUJN,CJK-B
𤐕,火火冖車,UUYG,CJK-B
𤐖,火木木示,UFFH,CJK-B
𤐗,火大丷火,UGUU,CJK-B
𤐘,火目乚殳,UMXQ,CJK-B
𤐙,火尸口辛,UBLO,CJK-B
𤐚,火立日欠,UIJE,CJK-B
𤐛,火門亠巾,UKOM,CJK-B
𤐜,火山鬼,UJWu,CJK-B
𤐝,火雨田,UDJi,CJK-B
𤐞,火火艹古,UUSD,CJK-B
𤐟,火𠂇月口,USWL,CJK-B
𤐠,火礻母水,UUBK,CJK-B
𤐡,火土鬼,UHWu,CJK-B
𤐢,火土日殳,UHJQ,CJK-B
𤐣,火目爿片,UMXT,CJK-B
𤐤,火匚丨灬,UGMU,CJK-B
𤐥,火火艹火,UUSU,CJK-B
𤐦,二厶厶火,SVVU,CJK-B
𤐧,禾一口火,RFLU,CJK-B
𤐨,火爾,UFeo,CJK-B
𤐩,火艹土皿,USHM,CJK-B
𤐪,火火火扌,UUUA,CJK-B
𤐫,臼向乂火,RRWU,CJK-B
𤐬,月火木口,WUFL,CJK-B
𤐭,火龶乙寸,UHVA,CJK-B
𤐮,厶口辛火,VLOU,CJK-B
𤐯,火合口冊,UYLN,CJK-B
𤐰,火艹隹又,USWB,CJK-B
𤐱,而大瓦火,SGAU,CJK-B
𤐲,火日艹手,UJST,CJK-B
𤐳,乂乂𠂇灬,WWSU,CJK-B
𤐴,火日幺灬,UJCU,CJK-B
𤐵,火士口口,UHLL,CJK-B
𤐶,火高豕,UPDs,CJK-B
𤐷,火鹿土,UIHv,CJK-B
𤐸,禾一口灬,RFLU,CJK-B
𤐹,火辶丷皿,UPUM,CJK-B
𤐺,火火冖火,UUYU,CJK-B
𤐻,火火冖艹,UUYS,CJK-B
𤐼,火火冖世,UUYH,CJK-B
𤐽,火士口至,UHLH,CJK-B
𤐾,火工貝心,UFMY,CJK-B
𤐿,酉牛口灬,GWLU,CJK-B
𤑀,爪西火火,EDUU,CJK-B
𤑁,火牛火女,UWUC,CJK-B
𤑂,厂火火戈,SUUG,CJK-B
𤑃,月火丷八,WUUT,CJK-B
𤑄,貝貝灬,MMUi,CJK-B
𤑅,亻匚日灬,EGJU,CJK-B
𤑆,火艹一土,USFH,CJK-B
𤑇,冂人冖火,KTYU,CJK-B
𤑈,火{微上}一土,URFH,CJK-B
𤑉,火臼丂八,URST,CJK-B
𤑊,彡止夂灬,TNEU,CJK-B
𤑋,火火艹火,UUSU,CJK-B
𤑌,大工月灬,GFWU,CJK-B
𤑍,火臼月八,URWT,CJK-B
𤑎,烏日匕匕,YJRR,CJK-B
𤑏,礻一口灬,UFLU,CJK-B
𤑐,礻一口火,UFLU,CJK-B
𤑑,火冖口儿,UYLQ,CJK-B
𤑒,艹丰丰火,SDDU,CJK-B
𤑓,火火亠乙,UUOV,CJK-B
𤑔,艹土八火,SHTU,CJK-B
𤑕,火千黑力,UWNX,CJK-B
𤑖,宀木木火,OFFU,CJK-B
𤑗,月火巛木,WUVF,CJK-B
𤑘,月丷夫火,WUGU,CJK-B
𤑙,火广丷灬,UUUU,CJK-B
𤑚,火火火丶,UUUO,CJK-B
𤑛,火丿車灬,UQGU,CJK-B
𤑜,弓土日灬,VHJU,CJK-B
𤑝,火火火田,UUUJ,CJK-B
𤑞,火艹車辶,USGP,CJK-B
𤑟,火魚日,UTJv,CJK-B
𤑠,臼一止火,RFNU,CJK-B
𤑡,火丰丰心,UDDY,CJK-B
𤑢,火艹向心,USRY,CJK-B
𤑣,火一冂人,UFKT,CJK-B
𤑤,厂亻鳥火,SERU,CJK-B
𤑥,火日屮丰,UJXD,CJK-B
𤑦,火亠丷辶,UOUP,CJK-B
𤑧,火宀日又,UOJB,CJK-B
𤑨,弓土日火,VHJU,CJK-B
𤑩,月火彐灬,WUXU,CJK-B
𤑪,月非一灬,WLFU,CJK-B
𤑫,火艹夂辶,USEP,CJK-B
𤑬,火禾月水,URWK,CJK-B
𤑭,火石石石,UDDD,CJK-B
𤑮,火艹日手,USJT,CJK-B
𤑯,火僉刂,URMd,CJK-B
𤑰,鱼人卜灬,QTMU,CJK-B
𤑱,火羽冖車,UXYG,CJK-B
𤑲,火米夕阝,UPRC,CJK-B
𤑳,火艹彐爿,USXX,CJK-B
𤑴,火亠口干,UOLH,CJK-B
𤑵,弓月屮火,VWXU,CJK-B
𤑶,西早火火,DJUU,CJK-B
𤑷,火門大电,UKGK,CJK-B
𤑸,火臣竹見,USQM,CJK-B
𤑹,巛火罒十,VUMD,CJK-B
𤑺,火冖目片,UYMT,CJK-B
𤑻,火日艹一,UJSF,CJK-B
𤑼,火日人丂,UJTS,CJK-B
𤑽,口口丷火,LLUU,CJK-B
𤑾,阝丷豕火,CUDU,CJK-B
𤑿,火耳幺灬,UACU,CJK-B
𤒀,火火亠几,UUOQ,CJK-B
𤒁,火日屮丶,UJXO,CJK-B
𤒂,止日火隹,NJUW,CJK-B
𤒃,火日艹艹,UJSS,CJK-B
𤒄,火立丿八,UIQT,CJK-B
𤒅,火丿黽,UQJm,CJK-B
𤒆,亠口口火,OLLU,CJK-B
𤒇,火火火木,UUUF,CJK-B
𤒈,火艹一灬,USFU,CJK-B
𤒉,戈口一灬,GLFU,CJK-B
𤒊,火木〢夫,UFNG,CJK-B
𤒋,火土土灬,UHHU,CJK-B
𤒌,火口口馬,ULLS,CJK-B
𤒍,冂艹火火,KSUU,CJK-B
𤒎,火臼乂子,URWB,CJK-B
𤒏,隹隹灬,WWUi,CJK-B
𤒐,向夂冖火,REYU,CJK-B
𤒑,火艹米扌,USPA,CJK-B
𤒒,古口丷火,DLUU,CJK-B
𤒓,戈口一火,GLFU,CJK-B
𤒔,火糸甫寸,UBFA,CJK-B
𤒕,氵口口灬,ILLU,CJK-B
𤒖,木日木火,FJFU,CJK-B
𤒗,月火木冂,WUFK,CJK-B
𤒘,火竹馬,UQSm,CJK-B
𤒙,人彡亠灬,TTOU,CJK-B
𤒚,火氵冂辰,UIKS,CJK-B
𤒛,火一未寸,UFHA,CJK-B
𤒜,戈口一灬,GLFU,CJK-B
𤒝,自宀豕火,TODU,CJK-B
𤒞,厶口辛火,VLOU,CJK-B
𤒟,火禾乃貝,URVM,CJK-B
𤒠,火土日見,UHJM,CJK-B
𤒡,僉欠火,REUo,CJK-B
𤒢,火广亠禾,UUOR,CJK-B
𤒣,月火鹿匕,WUIR,CJK-B
𤒤,火耳幺屮,UACX,CJK-B
𤒥,僉夂火,REUo,CJK-B
𤒦,火僉夂,UREh,CJK-B
𤒧,月火大火,WUGU,CJK-B
𤒨,火火火口,UUUL,CJK-B
𤒩,火羽田八,UXJT,CJK-B
𤒪,火竹目厶,UQMV,CJK-B
𤒫,火日亻丂,UJES,CJK-B
𤒬,火艹三田,USFJ,CJK-B
𤒭,黑冖且灬,NYMU,CJK-B
𤒮,丿丨又火,QMBU,CJK-B
𤒯,火人人一,UTTF,CJK-B
𤒰,火冖口丶,UYLO,CJK-B
𤒱,火亠丷示,UOUH,CJK-B
𤒲,火广甲土,UUKH,CJK-B
𤒳,火火不田,UUDJ,CJK-B
𤒴,火氵日灬,UIJU,CJK-B
𤒵,氵士乙灬,IHVU,CJK-B
𤒶,火艹口木,USLF,CJK-B
𤒷,火艹僉,USRn,CJK-B
𤒸,金日皿灬,RJMU,CJK-B
𤒹,火田艹艹,UJSS,CJK-B
𤒺,火日屮米,UJXP,CJK-B
𤒻,火門日羽,UKJX,CJK-B
𤒼,广艹由火,USKU,CJK-B
𤒽,火艹羽隹,USXW,CJK-B
𤒾,火臼向火,URRU,CJK-B
𤒿,艹一口灬,SFLU,CJK-B
𤓀,火合口冊,UYLN,CJK-B
𤓁,火門爪臼,UKER,CJK-B
𤓂,火艹千黑,USWN,CJK-B
𤓃,火竹門日,UQKJ,CJK-B
𤓄,火木冖又,UFYB,CJK-B
𤓅,日丷火几,JUUQ,CJK-B
𤓆,火艹臣皿,USSM,CJK-B
𤓇,火王冖夂,UGYE,CJK-B
𤓈,火艹白木,USEF,CJK-B
𤓉,艹一口火,SFLU,CJK-B
𤓊,火日屮言,UJXU,CJK-B
𤓋,火自穴辶,UTPP,CJK-B
𤓌,火艹一隹,USFW,CJK-B
𤓍,火鹿金,UIRv,CJK-B
𤓎,火牛儿貝,UWQM,CJK-B
𤓏,月火鹿灬,WUIU,CJK-B
𤓐,日一龰灬,JFNU,CJK-B
𤓑,冂乙冖灬,KVYU,CJK-B
𤓒,火麻非,UPLi,CJK-B
𤓓,火罒糸隹,UMBW,CJK-B
𤓔,火火火大,UUUG,CJK-B
𤓕,臼冂一火,RKFU,CJK-B
𤓖,言糸糸火,UBBU,CJK-B
𤓗,火木日日,UFJJ,CJK-B
𤓘,艹口口灬,SLLU,CJK-B
𤓙,火門口十,UKLD,CJK-B
𤓚,火丷土灬,UUHU,CJK-B
𤓛,火小兀隹,UMHW,CJK-B
𤓜,禾人二灬,RTSU,CJK-B
𤓝,火艹合冊,USYN,CJK-B
𤓞,禾人二火,RTSU,CJK-B
𤓟,臼乂乂火,RWWU,CJK-B
𤓠,火鹵日乙,UKJV,CJK-B
𤓡,火爪罒又,UEMB,CJK-B
𤓢,火日亠𧘇,UJOW,CJK-B
𤓣,火木木寸,UFFA,CJK-B
𤓤,虎夂几火,MEQU,CJK-B
𤓥,亠目目灬,OMMU,CJK-B
𤓦,火艹日黑,USJN,CJK-B
𤓧,火火一鹿,UUFI,CJK-B
𤓨,艹一口彐,SFLX,CJK-B
𤓩,火言糸夂,UUBE,CJK-B
𤓪,隹隹隹火,WWWU,CJK-B
𤓫,丿丨又火,QMBU,CJK-B
𤓬,隹隹隹灬,WWWU,CJK-B
𤓭,火木乂寸,UFWA,CJK-B
𤓮,木缶木火,FWFU,CJK-B
𤓯,丅八,ATbk,CJK-B
𤓰,斤乚丶,EXOd,CJK-B
𤓱,爪乙,EVik,CJK-B
𤓲,爪卩丶,EXOd,CJK-B
𤓳,爪一乚,EFXi,CJK-B
𤓴,爪乙又,EVBu,CJK-B
𤓵,爪夕,ERkk,CJK-B
𤓶,爪冖又,EYBu,CJK-B
𤓷,爪己乂,EBWa,CJK-B
𤓸,爪乙三,EVFn,CJK-B
𤓹,爪丂八,ESTb,CJK-B
𤓺,爪二十,ESDh,CJK-B
𤓻,爪一大,EFGd,CJK-B
𤓼,爪八刀,ETBa,CJK-B
𤓽,爪子八,EBTb,CJK-B
𤓾,爪冖𠂇丶,EYSO,CJK-B
𤓿,爪巳又,EXBu,CJK-B
𤔀,爪女又,ECBu,CJK-B
𤔁,爪木乙,EFVi,CJK-B
𤔂,爪己又,EBBu,CJK-B
𤔃,爪矛,EXok,CJK-B
𤔄,爪丁口,EALv,CJK-B
𤔅,爪丿夫,EQGu,CJK-B
𤔆,爪几扌,EQAv,CJK-B
𤔇,爪一彐乙,EFXV,CJK-B
𤔈,爪且,EMqk,CJK-B
𤔉,爪田,EJik,CJK-B
𤔊,爪刀士,EBHh,CJK-B
𤔋,爪匚又,EGBu,CJK-B
𤔌,爪工彐,EFXv,CJK-B
𤔍,爪予八,ECTb,CJK-B
𤔎,士口爪,HLEk,CJK-B
𤔏,爪丿未,EQHe,CJK-B
𤔐,爪冖幺又,EYCB,CJK-B
𤔑,爪口向,ELRg,CJK-B
𤔒,爪一厶丰,EFVD,CJK-B
𤔓,爪冖口儿,EYLQ,CJK-B
𤔔,爪又冂又,EBKB,CJK-B
𤔕,纟丿爪王,VQEG,CJK-B
𤔖,日木爪,JFEk,CJK-B
𤔗,囗八土爪,NTHE,CJK-B
𤔘,爪臼一,ERFi,CJK-B
𤔙,爪爪爪,EEEk,CJK-B
𤔚,户水爪,OKEk,CJK-B
𤔛,耳又爪,ABEk,CJK-B
𤔜,爪一口田,EFLJ,CJK-B
𤔝,禺爪,KEky,CJK-B
𤔞,爪口乚厶,ELXV,CJK-B
𤔟,文𠂇巾爪,PSME,CJK-B
𤔠,爪冖屮夂,EYXE,CJK-B
𤔡,爪丶{爲下},EOYw,CJK-B
𤔢,爪又丶虫,EBOK,CJK-B
𤔣,爪臼丨又,ERMB,CJK-B
𤔤,爪冖牛夂,EYWE,CJK-B
𤔥,爪臼木,ERFv,CJK-B
𤔦,爪口见口,ELKL,CJK-B
𤔧,爪又冂乚,EBKX,CJK-B
𤔨,麻爪,PEka,CJK-B
𤔩,爪囗戈一,ENGF,CJK-B
𤔪,爪幺幺又,ECCB,CJK-B
𤔫,爪日罒又,EJMB,CJK-B
𤔬,爪口冂又,ELKB,CJK-B
𤔭,爪幺幺十,ECCD,CJK-B
𤔮,爪山未攴,EJHK,CJK-B
𤔯,爪竹彐扌,EQXA,CJK-B
𤔰,爪尸日彡,EBJT,CJK-B
𤔱,爪臼冂艹,ERKS,CJK-B
𤔲,爪又冂口,EBKL,CJK-B
𤔳,爪一米糸,EFPB,CJK-B
𤔴,爪罒日卩,EMJX,CJK-B
𤔵,爪罒火火,EMUU,CJK-B
𤔶,爪尚田,ENJi,CJK-B
𤔷,乃又皿乙,VBMV,CJK-B
𤔸,爪冖八寸,EYTA,CJK-B
𤔹,爪不不丨,EDDM,CJK-B
𤔺,爪又冊口,EBNL,CJK-B
𤔻,艹罒冖爪,SMYE,CJK-B
𤔼,爪貝匚屮,EMGX,CJK-B
𤔽,爪艹冖豕,ESYD,CJK-B
𤔾,艹冖一爪,SYFE,CJK-B
𤔿,爪尸止夂,EBNE,CJK-B
𤕀,爪幺幺女,ECCC,CJK-B
𤕁,爪缶爪又,EWEB,CJK-B
